X,Y,fid,gml_id,OBJECTID,C_S_Nr,C_S_Name,C_S_SG,C_S_Str,C_S_HNr,C_S_PLZ,C_S_Ort,C_S_Email,C_S_HomeP,C_S_GEO_X,C_S_GEO_Y,C_S_Status,C_S_SF,C_S_SF_Sta,C_S_GTA,C_S_Traeg,C_S_SI,C_S_PrSt,C_S_SuS,C_S_SuS_ES,C_S_SuS_PS,C_S_SuS_S1,C_S_SuS_S2,Schwerpunkt
570064.635,5940363.93599999975,C_2015_Schulen_PrSt.195,id3a2a4c0e-0072-4f04-810c-6aae95862254,234,5564,Schule Appelhoff,64010,Appelhoff,2,22309,Hamburg,schule-appelhoff@bsb.hamburg.de,http://www.schule-appelhoff.hamburg.de,570064.635,5940363.936,staatl.,G,G,GTS ohne Träger,,2,PrSt,289,37,252,0,0,
573206.678,5941163.91299999971,C_2015_Schulen_PrSt.196,idefb8d2b7-b4ea-447c-9c80-259eba8ad8f8,235,5565,Schule Surenland,62007,Bramfelder Weg,121,22159,Hamburg,schule-surenland@bsb.hamburg.de,http://www.surenland.de,573206.678,5941163.913,staatl.,G,G,GTS ohne Träger,,3,PrSt,296,36,201,59,0,1
571877.768,5938387.644,C_2015_Schulen_PrSt.197,idf46418d2-67ec-440f-86a0-09160736e081,236,5575,Schule An der Gartenstadt,58003,Stephanstraße,103,22047,Hamburg,Schule-An-der-Gartenstadt@bsb.hamburg.de,http://www.schule-gartenstadt.hamburg.de,571877.768,5938387.644,staatl.,G,G,GTS ohne Träger,,4,PrSt,517,83,434,0,0,
569254.962,5943153.21899999958,C_2015_Schulen_SekI.18,id9270b197-0ad4-4c4e-b4ba-04cb7292a3ff,38,5053,Albert-Schweitzer-Schule,54001,Schluchtweg,1,22337,Hamburg,Albert-Schweitzer-Schule@bsb.hamburg.de,http://www.albert-schweitzer-schule.hamburg.de,569254.962,5943153.219,staatl.,STS,STS,ohne Ganztagsangebot,,6,PrSt,714,0,408,306,0,
570657.609,5936953.011,C_2015_Schulen_PrSt.198,id42c10d8a-6019-4ff0-bb91-d2daaffe6c9e,237,5577,Schule Bandwirkerstraße,58010,Bandwirkerstraße,56,22041,Hamburg,schule-bandwirkerstrasse@bsb.hamburg.de,http://www.gsbandwirkerstr.de,570657.609,5936953.011,staatl.,G,G,GBS (immer mit Träger),,3,PrSt,224,31,193,0,0,
571535.71,5936446.09,C_2015_Schulen_PrSt.199,idff2bc583-c2b0-4e52-bd61-686aca3cf881,238,5578,Schule Bovestraße,58012,Bovestraße,10,22041,Hamburg,schule-bovestrasse@bsb.hamburg.de,http://www.schule-bovestrasse-hamburg.de,571535.71,5936446.09,staatl.,G,G,GBS (immer mit Träger),,5,PrSt,324,22,302,0,0,
569222.861,5935574.849,C_2015_Schulen_PrSt.200,idae79029c-55a0-4b46-ab86-09a9ca703a93,239,5581,Schule Hasselbrook,57004,Ritterstraße,44,22089,Hamburg,schule-hasselbrook@bsb.hamburg.de,http://www.schule-hasselbrook.hamburg.de,569222.861,5935574.849,staatl.,G,G,GBS (immer mit Träger),,2,PrSt,268,31,237,0,0,
575210.153,5936059.81099999975,C_2015_Schulen_PrSt.201,idb6f46b4a-6c40-439d-962d-d502e815599d,240,5586,Schule Öjendorfer Damm,60011,Öjendorfer Damm,8,22043,Hamburg,schule-oejendorfer-damm@bsb.hamburg.de,http://www.schule-oejendorfer-damm.de/,575210.153,5936059.811,staatl.,G,G,GBS (immer mit Träger),,1,PrSt,221,37,184,0,0,1
572544.429,5937592.49199999962,C_2015_Schulen_PrSt.202,id08d8da00-2f64-4c2b-976c-a50f0e488608,241,5587,Schule am Eichtalpark,58013,Walddörferstraße,243,22047,Hamburg,schule-am-eichtalpark@bsb.hamburg.de,http://www.schule-am-eichtalpark.de,572544.429,5937592.492,staatl.,G,G,GTS ohne Träger,,3,PrSt,183,36,147,0,0,
568871.331,5935962.217,C_2015_Schulen_PrSt.203,id7f4938b7-ecdc-4d10-ac9b-81a08f0067ab,242,5588,Schule Richardstraße,57001,Richardstraße,85,22089,Hamburg,Schule-Richardstrasse@bsb.hamburg.de,http://www.hh.schule.de/richard,568871.331,5935962.217,staatl.,G,G,GBS (immer mit Träger),,5,PrSt,226,41,185,0,0,
569820.824,5936188.502,C_2015_Schulen_PrSt.204,id6fa59cc1-366b-4f32-bbe9-78e8abd4f7d9,243,5591,Schule Wielandstraße,57002,Wielandstraße,9,22089,Hamburg,schule-wielandstrasse@bsb.hamburg.de,http://www.schule-wielandstrasse.de,569820.824,5936188.502,staatl.,G,G,GBS (immer mit Träger),,4,PrSt,361,40,321,0,0,
575779.958,5936644.062,C_2015_Schulen_PrSt.205,id848db1e7-684e-46d9-af88-6c153da29b80,244,5592,Schule Oppelner Straße,60008,Oppelner Straße,45,22045,Hamburg,schule-oppelner-strasse@bsb.hamburg.de,http://www.schule-oppelner-strasse.hamburg.de,575779.958,5936644.062,staatl.,G,G,GBS (immer mit Träger),,1,PrSt,230,34,196,0,0,
575013.727,5936961.56699999981,C_2015_Schulen_PrSt.206,id5107ec12-58a5-4319-a5a5-f987b8cb8fc6,245,5594,Schule Jenfelder Straße,60006,Jenfelder Straße,252,22045,Hamburg,schule-jenfelder-strasse@bsb.hamburg.de,http://www.schule-jenfelder-strasse.hamburg.de,575013.727,5936961.567,staatl.,G,G,GBS (immer mit Träger),,1,PrSt,276,51,225,0,0,
580762.688,5928063.15099999961,C_2015_Schulen_PrSt.207,id4ebd10db-3a3d-4d3e-abbd-4156d70a160c,246,5602,Schule Sander Straße,76005,Sander Straße,11,21029,Hamburg,schule-sander-strasse@bsb.hamburg.de,http://www.schule-sander-strasse.hamburg.de,580762.688,5928063.151,staatl.,G,G,GBS (immer mit Träger),,3,PrSt,238,38,200,0,0,
574911.028,5936481.62,C_2015_Schulen_SekI.19,iddb3c56ca-7bba-4565-8bf7-8428326f84d4,39,5054,Max-Schmeling-Stadtteilschule,60010,Oktaviostraße,143,22043,Hamburg,max-schmeling-stadtteilschule@bsb.hamburg.de,http://www.max-schmeling-stadtteilschule.de,574911.028,5936481.62,staatl.,STS,STS,GTS ohne Träger,,2,,755,0,0,755,0,
570827.476,5938162.096,C_2015_Schulen_SekI.20,id9728b179-c5ba-4485-86c5-95193e2f68ef,40,5056,Stadtteilschule Alter Teichweg,52001,Alter Teichweg,200,22049,Hamburg,stadtteilschule-alter-teichweg@bsb.hamburg.de,http://www.gs-atw.de,570827.476,5938162.096,staatl.,STS,STS,GTS ohne Träger,,2,PrSt,1086,30,197,574,285,1
576135.847,5931832.744,C_2015_Schulen_SekI.21,idf0da8499-8327-4690-b447-03e7b04050d5,41,5057,Stadtteilschule Mümmelmannsberg,12022,Mümmelmannsberg,75,22115,Hamburg,stadtteilschule-muemmelmannsberg@bsb.hamburg.de,http://www.stadtteilschule-muemmelmannsberg.de,576135.847,5931832.744,staatl.,STS,STS,GTS ohne Träger,,1,,1185,0,0,983,202,1
578754.856,5927751.989,C_2015_Schulen_SekI.22,id5dae3cb1-94a4-4257-9125-36c7d54f74d3,44,5061,Stadtteilschule Bergedorf,75016,Ladenbeker Weg,13,21033,Hamburg,info@sts-bergedorf.de,http://www.sts-bergedorf.de/,578754.856,5927751.989,staatl.,STS,STS,GTS ohne Träger,,4,,1438,0,0,1026,412,1
566882.026,5938712.58899999969,C_2015_Schulen_SekI.23,idae0ef48a-3602-4d31-94e9-f1d89330f1d4,45,5062,Heinrich-Hertz-Schule,48011,Grasweg,72,22303,Hamburg,heinrich-hertz-schule@bsb.hamburg.de,http://www.heinrich-hertz-schule-hamburg.de,566882.026,5938712.589,staatl.,STS,STS,GTS ohne Träger,,4,,1379,0,0,1020,359,1
571056.428,5934728.449,C_2015_Schulen_SekI.24,id153850d2-1072-4f2d-8b43-8c6e7adbfe96,46,5063,Stadtteilschule Horn,11005,Horner Weg,89,22111,Hamburg,stadtteilschule-horn@bsb.hamburg.de,http://www.stshorn.hamburg.de,571056.428,5934728.449,staatl.,STS,STS,GTS-Übergang,,2,,1187,0,0,929,258,
574093.278,5941160.456,C_2015_Schulen_SekI.25,iddaaeed82-9998-46a3-801f-cc6827252579,47,5064,Erich Kästner Schule,62006,An der Berner Au,12,22159,Hamburg,erich-kaestner-schule@bsb.hamburg.de,http://www.erich-kaestner-hamburg-schule.de,574093.278,5941160.456,staatl.,STS,STS,GTS ohne Träger,,3,PrSt,1431,46,247,882,256,1
567543.923,5945782.75499999989,C_2015_Schulen_SekI.26,idea6959af-c4af-43ca-99be-b378d1ba6af4,48,5065,Fritz-Schumacher-Schule,56017,Foorthkamp,42,22417,Hamburg,fritz-schumacher-schule@bsb.hamburg.de,http://www.fss-hh.de/,567543.923,5945782.755,staatl.,STS,STS,GTS ohne Träger,,4,,999,0,0,727,272,
556629.159,5938405.712,C_2015_Schulen_SekI.27,id20eb0f14-ab0e-4cf4-a825-be35939ca585,49,5066,Geschwister-Scholl-Stadtteilschule,28014,Böttcherkamp,181,22549,Hamburg,geschwister-scholl-stadtteilschule@bsb.hamburg.de,http://www.gsst.hamburg.de,556629.159,5938405.712,staatl.,STS,STS,GTS ohne Träger,,1,,566,0,0,418,148,1
559770.494,5942180.472,C_2015_Schulen_SekI.28,id6550af5f-9abc-4f53-9148-b5e341cb97a1,50,5067,Julius-Leber-Schule,41010,Halstenbeker Straße,41,22457,Hamburg,Julius-Leber-Schule@bsb.hamburg.de,http://www.hh.schule.de/julius-leber-schule/,559770.494,5942180.472,staatl.,STS,STS,GTS ohne Träger,,4,,1669,0,0,1199,470,1
572956.258,5944026.865,C_2015_Schulen_SekI.29,ide2e869ed-2f6f-471c-8b21-4bdac02cb349,51,5069,Irena-Sendler-Schule,65006,Am Pfeilshof,20,22393,Hamburg,irena-sendler-stadtteilschule@bsb.hamburg.de,http://www.irena-sendler-schule.hamburg.de,572956.258,5944026.865,staatl.,STS,STS,GTS ohne Träger,,4,,1090,0,0,786,304,
564663.053,5923903.71,C_2015_Schulen_SekI.30,id0b9d8d95-ad2b-4f28-906b-7f16be1fd027,52,5070,Goethe-Schule-Harburg,88004,Bunatwiete,20,21073,Hamburg,goethe-schule-harburg@bsb.hamburg.de,http://www.goethe-schule-harburg.de,564663.053,5923903.71,staatl.,STS,STS,GTS ohne Träger,,4,,1693,0,0,1183,510,
564473.407,5936595.463,C_2015_Schulen_SekI.31,id760ff8c0-e674-4036-8f97-b383373f7d39,53,5071,Ida Ehre Schule,37005,Lehmweg,14,20144,Hamburg,ida-ehre-schule@bsb.hamburg.de,http://www.idaehreschule.de,564473.407,5936595.463,staatl.,STS,STS,GTS ohne Träger,,3,,1258,0,0,890,368,1
567263.985,5927611.387,C_2015_Schulen_SekI.32,id18acb3ef-6e42-440c-98a7-97fe9a5a0239,54,5072,Nelson-Mandela-Schule im Stadtteil Kirchdorf,16022,Neuenfelder Straße,106,21109,Hamburg,nelson-mandela-schule@bsb.hamburg.de,http://www.nms-kirchdorf.de,567263.985,5927611.387,staatl.,STS,STS,GTS ohne Träger,,1,,1100,0,0,779,321,
570287.622,5941488.54899999965,C_2015_Schulen_SekI.33,id05570142-0b39-4a14-b209-0390c1bcb560,56,5075,Schule am See,64001,Gropiusring,43,22309,Hamburg,schule-am-see@bsb.hamburg.de,http://www.schuleamsee-hamburg.de,570287.622,5941488.549,staatl.,STS,STS,GTS ohne Träger,,2,PrSt,474,18,179,277,0,
561070.868,5935085.49,C_2015_Schulen_SekI.34,id5e34cb29-97f4-4942-9cc2-727c3361323f,57,5076,Max-Brauer-Schule,25017,Daimlerstraße,40,22761,Hamburg,max-brauer-schule@bsb.hamburg.de,http://www.max-brauer-schule.de,561070.868,5935085.49,staatl.,STS,STS,GTS ohne Träger,,5,PrSt,1461,19,270,882,290,
554463.974,5935305.017,C_2015_Schulen_SekI.35,idbd0bdea1-ea71-42aa-9054-1e7630d705ac,58,5077,Stadtteilschule Blankenese,31005,Frahmstraße,15,22587,Hamburg,stadtteilschule-blankenese@bsb.hamburg.de,http://www.stadtteilschule-blankenese.de,554463.974,5935305.017,staatl.,STS,STS,GTS-Übergang,,5,,1102,0,0,744,358,1
571486.2,5946000.156,C_2015_Schulen_SekI.36,id50805343-59f7-47f6-9190-777163c9a509,59,5079,Stadtteilschule Poppenbüttel,67009,Poppenbüttler Stieg,7,22399,Hamburg,stadtteilschule-poppenbuettel@bsb.hamburg.de,http://www.stadtteilschule-poppenbuettel.hamburg.de,571486.2,5946000.156,staatl.,STS,STS,GTS ohne Träger,,5,,877,0,0,650,227,1
558061.449,5931825.58899999969,C_2015_Schulen_SekI.37,id7db5aaf4-9f1f-47b2-89d7-24f69c3a6b10,60,5080,Stadtteilschule Finkenwerder,20007,Norderschulweg,14,21129,Hamburg,stadtteilschule-finkenwerder@bsb.hamburg.de,http://www.sts-finkenwerder.de,558061.449,5931825.589,staatl.,STS,STS,GTS ohne Träger,,3,,616,0,0,495,121,1
560157.475,5935860.69799999986,C_2015_Schulen_SekI.38,id7ff56325-bdea-457a-b130-6845da4adff3,61,5081,Stadtteilschule Bahrenfeld,25012,Regerstraße,21,22761,Hamburg,stadtteilschule-bahrenfeld@bsb.hamburg.de,http://www.stadtteilschule-bahrenfeld.de,560157.475,5935860.698,staatl.,STS,STS,GTS ohne Träger,,3,,907,0,0,728,179,1
558784.43,5940838.712,C_2015_Schulen_SekI.39,id3405ffda-8514-4379-82bc-fea90bef484f,62,5083,Stadtteilschule Eidelstedt,42010,Niekampsweg,25,22523,Hamburg,stadtteilschule-eidelstedt@bsb.hamburg.de,http://www.stadtteilschule-eidelstedt.de,558784.43,5940838.712,staatl.,STS,STS,GTS ohne Träger,,2,,1052,0,0,833,219,
577343.417,5927066.552,C_2015_Schulen_SekI.40,id329d829b-58aa-4c97-99b8-ce3e0e3c885f,63,5084,Gretel-Bergmann-Schule,107007,Von-Moltke-Bogen,40,21035,Hamburg,gretel-bergmann-schule@bsb.hamburg.de,http://www.gretel-bergmann-schule.de,577343.417,5927066.552,staatl.,STS,STS,GTS ohne Träger,,2,,1169,0,0,944,225,1
577859.297,5926545.35,C_2015_Schulen_PrSt.208,idcd9b37d2-d076-4dc6-a01e-29d5ba043c02,247,5603,Anton-Rée-Schule Allermöhe,107014,Von-Haeften-Straße,1,21035,Hamburg,anton-ree-schuleallermoehe@bsb.hamburg.de,http://www.anton-ree-schule-allermoehe.hamburg.de,577859.297,5926545.35,staatl.,G,G,GTS ohne Träger,,3,PrSt,500,42,458,0,0,
581404.027,5926832.12,C_2015_Schulen_PrSt.209,ide2171488-76f8-4262-bd14-0ad4982ec0ec,248,5604,Schule Ernst-Henning-Straße,76017,Ernst-Henning-Straße,20,21029,Hamburg,schule-ernst-henning-Strasse@bsb.hamburg.de,http://www.schule-ernst-henning-strasse.hamburg.de,581404.027,5926832.12,staatl.,G,G,GTS ohne Träger,,4,PrSt,447,45,402,0,0,
580067.619,5928135.805,C_2015_Schulen_PrSt.210,idc606de95-bee8-42c9-926b-a8ca12b2a440,249,5605,Schule Leuschnerstraße,75015,Leuschnerstraße,13,21031,Hamburg,schule-leuschnerstrasse@bsb.hamburg.de,http://www.schule-leuschnerstrasse.de,580067.619,5928135.805,staatl.,G,G,GBS (immer mit Träger),,3,PrSt,224,31,193,0,0,
580736.652,5929323.85699999984,C_2015_Schulen_PrSt.211,id67fa39b3-98f2-4562-a690-f2d9b675cebd,250,5607,Schule Max-Eichholz-Ring,75007,Max-Eichholz-Ring,25,21031,Hamburg,Schule-Max-Eichholz-Ring@bsb.hamburg.de,http://www.schule-mer.de,580736.652,5929323.857,staatl.,G,G,GBS (immer mit Träger),,4,PrSt,414,63,351,0,0,1
579305.923,5926370.67,C_2015_Schulen_PrSt.212,id2ea6ace0-1894-42d0-847d-8e5ab92174d0,251,5610,Schule Nettelnburg,76010,Fiddigshagen,11,21035,Hamburg,schule-nettelnburg@bsb.hamburg.de,http://schule-nettelnburg.de,579305.923,5926370.67,staatl.,G,G,GBS (immer mit Träger),,4,PrSt,367,45,322,0,0,1
579098.247,5929262.7,C_2015_Schulen_PrSt.213,idddf80c4f-8309-4fdd-ac0e-ab2e31f4b97f,252,5611,Grundschule Mendelstraße,75009,Mendelstraße,6,21031,Hamburg,grundschule-mendelstrasse@bsb.hamburg.de,http://www.schule-mendelstrasse.de,579098.247,5929262.7,staatl.,G,G,GBS (immer mit Träger),,2,PrSt,316,42,274,0,0,
577490.708,5930366.28299999982,C_2015_Schulen_PrSt.214,id2cc05341-e371-487c-aea5-64acb90c733e,253,5612,Grundschule Heidhorst,75002,Heidhorst,16,21031,Hamburg,grundschule-heidhorst@bsb.hamburg.de,http://www.grundschule.heidhorst.hamburg.de,577490.708,5930366.283,staatl.,G,G,GTS ohne Träger,,4,PrSt,165,0,165,0,0,
576924.861,5929920.28299999982,C_2015_Schulen_PrSt.215,id77f28515-6edc-47db-912c-f05d97d37b94,254,5613,Schule Weidemoor,75001,Weidemoor,1,21033,Hamburg,schule-weidemoor@bsb.hamburg.de,http://www.weidemoor.hamburg.de,576924.861,5929920.283,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,145,0,47,79,19,
578169.827,5927656.336,C_2015_Schulen_PrSt.216,id691d9ae9-9eaf-4d1d-b46a-11d16981fad4,255,5614,Schule Friedrich-Frank-Bogen,76002,Friedrich-Frank-Bogen,25,21033,Hamburg,schule-friedrich-frank-bogen@bsb.hamburg.de,http://www.schule-friedrich-frank-bogen.de,578169.827,5927656.336,staatl.,G,G,GTS ohne Träger,,2,PrSt,193,30,163,0,0,
576441.191,5926916.62299999967,C_2015_Schulen_PrSt.217,idcfabd92d-e415-4db2-93e3-360cc04f9af1,256,5615,Clara-Grunwald-Schule,107002,Walter-Rothenburg-Weg,37,21035,Hamburg,clara-grunwald-schule@bsb.hamburg.de,http://www.clara-grunwald-schule.de,576441.191,5926916.623,staatl.,G,G,GTS ohne Träger,,2,PrSt,351,31,320,0,0,1
576159.015,5927085.142,C_2015_Schulen_PrSt.218,ida1a11596-cf45-40c2-af42-591534ea7397,257,5616,Adolph-Diesterweg-Schule,107004,Felix-Jud-Ring,29,21035,Hamburg,Adolph-Diesterweg-Schule@bsb.hamburg.de,http://www.adolph-diesterweg-schule.de/,576159.015,5927085.142,staatl.,G,G,GTS ohne Träger,,2,PrSt,351,42,309,0,0,
575142.828,5928326.43099999987,C_2015_Schulen_PrSt.219,id3eb34b40-3241-4477-85c7-47d433d793c4,258,5630,Schule Mittlerer Landweg,84001,Mittlerer Landweg,48,21033,Hamburg,schule-mittlerer-landweg@bsb.hamburg.de,http://schule-mittlerer-landweg.hamburg.de,575142.828,5928326.431,staatl.,G,G,GBS (immer mit Träger),,5,PrSt,105,19,86,0,0,
584412.972,5920704.109,C_2015_Schulen_PrSt.220,id0fa2b089-070a-4dcc-9b8a-8a4c26e4466c,259,5631,Schule Altengamme-Deich,78001,Kirchenstegel,12,21039,Hamburg,schule-altengamme-deich@bsb.hamburg.de,http://www.schule-altengamme-deich.hamburg.de,584412.972,5920704.109,staatl.,G,G,GBS (immer mit Träger),,5,PrSt,107,19,88,0,0,
581003.921,5922864.70799999963,C_2015_Schulen_PrSt.221,idfddf4081-5bb8-4b75-a0ee-da21725d5e08,260,5634,Schule Curslack-Neuengamme,77001,Gramkowweg,5,21039,Hamburg,Schule-Curslack-Neuengamme@bsb.hamburg.de,http://www.grundschule-curslack-neuengamme.de,581003.921,5922864.708,staatl.,G,G,GBS (immer mit Träger),,5,PrSt,204,20,184,0,0,
575281.726,5922765.258,C_2015_Schulen_PrSt.222,idedc7fde9-ccd5-4b1f-852a-5306d95236e2,261,5635,Schule Fünfhausen-Warwisch,80001,Durchdeich,108,21037,Hamburg,schule-fuenfhausen-warwisch@bsb.hamburg.de,https://schule-fuenfhausen-warwisch.de,575281.726,5922765.258,staatl.,G,G,GBS (immer mit Träger),,5,PrSt,114,21,93,0,0,
571259.625,5925305.15,C_2015_Schulen_PrSt.223,idd190853c-51e8-4596-a27d-4e643f91ca0c,262,5644,Schule Ochsenwerder,81001,Elversweg,44,21037,Hamburg,schule-ochsenwerder@bsb.hamburg.de,http://www.schule-ochsenwerder.de,571259.625,5925305.15,staatl.,G,G,GBS (immer mit Träger),,5,PrSt,189,34,155,0,0,
578710.743,5917527.025,C_2015_Schulen_PrSt.224,idc551cec2-52a8-42c5-80c7-27ccd439a8d6,263,5648,Schule Zollenspieker,80004,Kirchenheerweg,223,21037,Hamburg,schule-zollenspieker@bsb.hamburg.de,http://www.schule-zollenspieker.de,578710.743,5917527.025,staatl.,G,G,GBS (immer mit Träger),,5,PrSt,188,23,165,0,0,
555462.889,5925311.62799999956,C_2015_Schulen_PrSt.225,ide31bf9c6-f99a-4eaf-92d3-f3893e62e56f,281,5669,Stadtteilschule Fischbek/Falkenberg,101010,Heidrand,5,21149,Hamburg,stadtteilschule-fischbek-falkenberg@bsb.hamburg.de,http://www.stadtteilschule-fischbek-falkenberg.de,555462.889,5925311.628,staatl.,STS,STS,GBS (immer mit Träger),,4,PrSt,1545,23,237,1025,260,
564072.855,5923747.775,C_2015_Schulen_PrSt.226,ide8d7c434-51a5-4faa-9609-33e727d06dd4,283,5701,Schule Dempwolffstraße,96002,Dempwolffstraße,7,21073,Hamburg,schule-dempwolffstrasse@bsb.hamburg.de,http://www.schule-dempwolffstrasse.hamburg.de,564072.855,5923747.775,staatl.,G,G,GBS (immer mit Träger),,2,PrSt,190,32,158,0,0,
565220.016,5923192.649,C_2015_Schulen_PrSt.227,idb196be6b-b18b-4c6e-8956-d2f6681ab17a,284,5703,Schule Maretstraße,88008,Maretstraße,50,21073,Hamburg,schule-maretstrasse@bsb.hamburg.de,http://www.maretstrasse.de,565220.016,5923192.649,staatl.,STS,STS,GTS ohne Träger,,1,PrSt,777,55,277,445,0,
563412.387,5924820.41399999987,C_2015_Schulen_PrSt.228,idb7b27c18-3b6e-4aad-9f48-0a693a9b7f59,285,5704,Schule Grumbrechtstraße,97008,Grumbrechtstraße,63,21075,Hamburg,Schule-Grumbrechtstrasse@bsb.hamburg.de,http://www.schule-grumbrechtstrasse.de,563412.387,5924820.414,staatl.,G,G,GTS ohne Träger,,2,PrSt,536,59,372,105,0,1
562116.293,5922634.991,C_2015_Schulen_PrSt.229,idd52856e2-ee4f-4139-84f5-8feb814bf88e,286,5706,Schule In der Alten Forst,96009,In der Alten Forst,1,21077,Hamburg,schule-in-der-alten-forst@bsb.hamburg.de,http://www.schuleinderaltenforst.de,562116.293,5922634.991,staatl.,G,G,GBS (immer mit Träger),,5,PrSt,574,86,488,0,0,
566930.135,5921586.343,C_2015_Schulen_PrSt.230,id0e4d98d8-9815-4881-ac41-af5a02d67f66,287,5707,Schule Rönneburg,92001,Kanzlerstraße,25,21079,Hamburg,schule-roenneburg@bsb.hamburg.de,http://www.schule-roenneburg.hamburg.de,566930.135,5921586.343,staatl.,G,G,GBS (immer mit Träger),,4,PrSt,336,37,299,0,0,
565627.788,5922289.46499999985,C_2015_Schulen_PrSt.231,id3a4e9cf2-bf5a-421d-b5fe-ead8155ea682,288,5708,Schule Kapellenweg,91001,Kapellenweg,63,21077,Hamburg,schule-kapellenweg@bsb.hamburg.de,http://www.schule-kapellenweg.hamburg.de,565627.788,5922289.465,staatl.,G,G,GTS ohne Träger,,2,PrSt,311,41,270,0,0,
564628.053,5924076.28699999955,C_2015_Schulen_PrSt.232,id653c8459-b31b-4720-8654-a20c165afdf8,289,5710,Schule Kerschensteinerstraße,88004,Kerschensteinerstraße,16,21073,Hamburg,schule-kerschensteinerstrasse@bsb.hamburg.de,http://www.schule-kersche.hamburg.de,564628.053,5924076.287,staatl.,G,G,GBS (immer mit Träger),,1,PrSt,292,56,236,0,0,
577560.734,5945611.886,C_2015_Schulen_SekI.41,idcdff5f5a-5aef-4739-81f8-69396ee06ea9,64,5085,Stadtteilschule Walddörfer,73007,Vörn Barkholt,6,22359,Hamburg,stadtteilschule-walddoerfer@bsb.hamburg.de,http://www.stadtteilschule-walddoerfer.de/,577560.734,5945611.886,staatl.,STS,STS,GTS ohne Träger,,5,,1255,0,0,896,359,1
564004.482,5921480.966,C_2015_Schulen_PrSt.233,id27cf2820-0f2a-485c-bdee-1ea3fc2df7c6,290,5713,Schule Marmstorf,95003,Ernst-Bergeest-Weg,54,21077,Hamburg,Schule-Marmstorf@bsb.hamburg.de,http://www.schule-marmstorf.hamburg.de,564004.482,5921480.966,staatl.,G,G,GBS (immer mit Träger),,5,PrSt,391,37,354,0,0,
568870.359,5924905.608,C_2015_Schulen_PrSt.234,id14482917-a01c-48cf-8883-12e2d04dc76e,291,5714,Schule Neuland,89002,Neuländer Elbdeich,241,21079,Hamburg,schule-neuland@bsb.hamburg.de,http://www.schule-neuland.de,568870.359,5924905.608,staatl.,G,G,GBS (immer mit Träger),,5,PrSt,99,0,99,0,0,
565591.569,5920193.654,C_2015_Schulen_PrSt.235,id6d90d6ad-fd81-4f2d-9aca-b68a9d8be2ba,292,5718,Schule Scheeßeler Kehre,94002,Scheeßeler Kehre,2,21079,Hamburg,Schule-Scheesseler-Kehre@bsb.hamburg.de,http://www.schulescheesselerkehre.de/,565591.569,5920193.654,staatl.,G,G,GBS (immer mit Träger),,4,PrSt,351,44,307,0,0,
563558.486,5924012.06599999964,C_2015_Schulen_PrSt.236,id2cf644cd-485c-4a75-839b-132691d5c56b,293,5719,Grundschule am Kiefernberg,97010,Weusthoffstraße,95,21075,Hamburg,grundschule-am-kiefernberg@bsb.hamburg.de,http://www.grundschule-am-kiefernberg.hamburg.de,563558.486,5924012.066,staatl.,G,G,GBS (immer mit Träger),,3,PrSt,449,64,385,0,0,
564464.96,5921641.048,C_2015_Schulen_PrSt.237,idc4e3df84-cf20-49f3-b122-6c1499347500,294,5722,Schule Elfenwiese,95004,Elfenwiese,3,21077,Hamburg,Schule-Elfenwiese@bsb.hamburg.de,http://www.schule-elfenwiese.hamburg.de,564464.96,5921641.048,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,189,0,60,123,6,
564497.741,5921827.917,C_2015_Schulen_PrSt.238,ida29961fc-f52b-4e32-99b7-ad1a6c4b4311,295,5723,Schule Nymphenweg,95004,Hausbrucher Bahnhofstraße,19,21077,Hamburg,Schule-Nymphenweg@bsb.hamburg.de,http://www.schule-nymphenweg.hamburg.de,564497.741,5921827.917,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,95,0,34,53,8,
567183.743,5928421.28199999966,C_2015_Schulen_PrSt.239,id5fb61b2b-778d-450a-97c8-405b20ab2386,296,5742,Elbinselschule,16017,Rahmwerder Straße,3,21109,Hamburg,elbinselschule@bsb.hamburg.de,http://www.elbinselschule.de,567183.743,5928421.282,staatl.,G,G,GTS ohne Träger,,1,PrSt,543,86,457,0,0,
551269.846,5931493.61,C_2015_Schulen_PrSt.240,idc52aa14a-339c-4fd6-97ca-8728da141f01,297,5743,Schule Cranz,104001,Estebogen,3,21129,Hamburg,schule-cranz@bsb.hamburg.de,http://www.schule-cranz.hamburg.de,551269.846,5931493.61,staatl.,G,G,GBS (immer mit Träger),,3,PrSt,79,16,63,0,0,
565076.122,5930251.64499999955,C_2015_Schulen_PrSt.241,idf62b2b4d-5f83-4684-af1e-75ae8e5f7cf3,298,5744,Ganztagsschule Fährstraße,16003,Fährstraße,90,21107,Hamburg,schule-faehrstrasse@bsb.hamburg.de,http://schule365.schul-cms.eu,565076.122,5930251.645,staatl.,G,G,GTS ohne Träger,,1,PrSt,258,33,225,0,0,
