X,Y,gml_id,Name,Schul_ID,Schulform,Schulicon,Adresse,Ort,bezirk,stadtteil,Telefon,FAX,rechtsform,internet,email,is_rebbz,name_rebbz,schueleranzahl,schueleranzahl_schuljahr
10.092513,53.624137,APP_HH_SCHULEN_DWH_63531,Grundschule Karlshöhe mit Zweigstelle,5208-1,Grundschulen,mehrere Schulen,Hohnerkamp 58,22175 Hamburg,Wandsbek,Bramfeld,+49 40 428 93 21-30,+49 40 428 93 21-44,staatlich,http://www.grundschule-karlshoehe.hamburg.de,grundschule-karlshoehe-mit-zweigstelle@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",88,2013
10.109878,53.627268,APP_HH_SCHULEN_DWH_63532,Grundschule Karlshöhe mit Zweigstelle,5208-0,Grundschulen,Grundschulen,Thomas-Mann-Straße 2,22175 Hamburg,Wandsbek,Bramfeld,+49 40 428 93 21-30,+49 40 428 93 21-44,staatlich,http://www.grundschule-karlshoehe.hamburg.de,grundschule-karlshoehe-mit-zweigstelle@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",183,2013
9.949828,53.553677,APP_HH_SCHULEN_DWH_63533,Louise Schroeder Schule,5206-0,Grundschulen,Grundschulen,Thedestraße 100,22767 Hamburg,Altona,Altona-Altstadt,+49 40 428 88-690,+49 40 428 88-6910,staatlich,http://www.louise-schroeder-schule.hamburg.de,louise-schroeder-schule@bsb.hamburg.de,false,ReBBZ Altona,437,2013
10.077606,53.614115,APP_HH_SCHULEN_DWH_63534,Grundschule Bramfeld,5205-1,Grundschulen,mehrere Schulen,Bramfelder Dorfplatz 5,22179 Hamburg,Wandsbek,Bramfeld,+49 40 428 8619-60,+49 40 428 8619-62,staatlich,http://www.grundschule-bramfeld.de,grundschule-bramfeld@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-sued-beratung/"">ReBBZ Wandsbek-Süd</a>",125,2013
10.081312,53.605929,APP_HH_SCHULEN_DWH_63535,Grundschule Bramfeld,5205-0,Grundschulen,mehrere Schulen,Hegholt 44,22179 Hamburg,Wandsbek,Bramfeld,+49 40 428 8619-60,+49 40 428 8619-62,staatlich,http://www.grundschule-bramfeld.de,grundschule-bramfeld@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-sued-beratung/"">ReBBZ Wandsbek-Süd</a>",240,2013
9.926883,53.558531,APP_HH_SCHULEN_DWH_63536,Schule Bahrenfelder Straße,5202-0,Grundschulen,Grundschulen,Gaußstraße 171,22765 Hamburg,Altona,Ottensen,+49 40 428 88-910,+49 40 428 88-9122,staatlich,http://www.schule-bahrenfelder-strasse.hamburg.de,schule-bahrenfelder-strasse@bsb.hamburg.de,false,ReBBZ Altona,316,2013
10.121549,53.56153,APP_HH_SCHULEN_DWH_63537,Schule Fuchsbergredder,5175-0,Grundschulen,mehrere Schulen,Dringsheide 10/12,22119 Hamburg,Hamburg-Mitte,Billstedt,+49 40 428 93 66-0,+49 40 428 93 66-14,staatlich,http://www.fuchsbergredder.hamburg.de,Schule-Fuchsbergredder@bsb.hamburg.de,false,ReBBZ Billstedt,245,2013
10.136762,53.544972,APP_HH_SCHULEN_DWH_63538,Schule Bonhoefferstraße,5174-0,Grundschulen,Grundschulen,Bonhoefferstraße 13,22117 Hamburg,Hamburg-Mitte,Billstedt,+49 40 428 93 65-0,+49 40 428 93 65-52,staatlich,http://schulebonhoefferstrasse.schulhomepages.hamburg.de,schule-bonhoefferstrasse@bsb.hamburg.de,false,ReBBZ Billstedt,258,2013
10.112752,53.560021,APP_HH_SCHULEN_DWH_63539,Schule Sterntalerstraße,5173-0,Grundschulen,Grundschulen,Sterntalerstraße 42,22119 Hamburg,Hamburg-Mitte,Billstedt,+49 40 428 86 73-0,+49 40 428 86 73-22,staatlich,http://schule-sterntalerstrasse.hamburg.de,schule-sterntalerstrasse@bsb.hamburg.de,false,ReBBZ Billstedt,236,2013
10.110438,53.532769,APP_HH_SCHULEN_DWH_63540,Schule am Schleemer Park,5172-1,Grundschulen,Grundschulen,Billbrookdeich 266,22113 Hamburg,Hamburg-Mitte,Billbrook,+49 40 428 93 19-0,+49 40 714 87-472,staatlich,http://www.schuleamschleemerpark.hamburg.de,schule-am-schleemer-park@bsb.hamburg.de,false,ReBBZ Billstedt,96,2013
10.119312,53.537424,APP_HH_SCHULEN_DWH_63541,Schule am Schleemer Park,5172-0,Grundschulen,Grundschulen,Oberschleems 9,22117 Hamburg,Hamburg-Mitte,Billstedt,+49 40 428 93 19-0,+49 40 714 87-472,staatlich,http://www.schuleamschleemerpark.hamburg.de,schule-am-schleemer-park@bsb.hamburg.de,false,ReBBZ Billstedt,312,2013
10.092996,53.549749,APP_HH_SCHULEN_DWH_63542,Schule Stengelestraße,5171-0,Grundschulen,Grundschulen,Stengelestraße 38,22111 Hamburg,Hamburg-Mitte,Horn,+49 40 428 86-4910,+49 40 428 86-4922,staatlich,http://www.schule-stengelestrasse.de,schule-stengelestrasse@bsb.hamburg.de,false,ReBBZ Billstedt,298,2013
10.095472,53.554445,APP_HH_SCHULEN_DWH_63543,Schule Speckenreye,5169-0,Grundschulen,Grundschulen,Speckenreye 11,22119 Hamburg,Hamburg-Mitte,Horn,+49 40 428 93 64-0,+49 40 428 93 64-22,staatlich,http://www.schule-speckenreye.hamburg.de,schule-speckenreye@bsb.hamburg.de,false,ReBBZ Billstedt,238,2013
9.966058,53.55975,APP_HH_SCHULEN_DWH_63544,Ganztagsgrundschule Sternschanze,5167-1,Grundschulen,Grundschulen,Ludwigstraße 7-9,20357 Hamburg,Altona,Sternschanze,+49 40 428 86-830,+49 40 428 86-8310,staatlich,http://www.schule-sternschanze.de,ganztagsgrundschule-sternschanze@bsb.hamburg.de,false,ReBBZ Altona,194,2013
9.963555,53.564543,APP_HH_SCHULEN_DWH_63545,Ganztagsgrundschule Sternschanze,5167-0,Grundschulen,Grundschulen,Altonaer Straße 38,20357 Hamburg,Altona,Sternschanze,+49 40 428 86-830,+49 40 428 86-8310,staatlich,http://www.schule-sternschanze.de,ganztagsgrundschule-sternschanze@bsb.hamburg.de,false,ReBBZ Altona,384,2013
10.131647,53.534288,APP_HH_SCHULEN_DWH_63546,Schule An der Glinder Au,5160-0,Grundschulen,Grundschulen,Sonnenland 27,22115 Hamburg,Hamburg-Mitte,Billstedt,+49 40 428 93 63-0,+49 40 428 93 63-52,staatlich,https://glinder-au.hamburg.de,schule-an-der-glinder-au@bsb.hamburg.de,false,ReBBZ Billstedt,250,2013
9.829608,53.566715,APP_HH_SCHULEN_DWH_63547,Elbkinder Grundschule,5158-0,Grundschulen,Grundschulen,Grotefendweg 20,22589 Hamburg,Altona,Iserbrook,+49 40 428 7633-0,+49 40 428 7633-22,staatlich,http://www.elbkinder-grundschule.de,elbkinder-grundschule@bsb.hamburg.de,false,ReBBZ Altona-West,276,2013
9.899015,53.552847,APP_HH_SCHULEN_DWH_63548,Elbschule Bildungszentrum Hören und Kommunikation,5145-0,Sonderschulen,Sonderschulen,Holmbrook 20,22605 Hamburg,Altona,Othmarschen,+49 40 428 48 50,+49 40 428 48 52 22,staatlich,http://www.elbschule.hamburg.de,elbschule@bsb.hamburg.de,false,ReBBZ Altona,222,2013
10.08043,53.658989,APP_HH_SCHULEN_DWH_63549,Grundschule Poppenbüttel,5143-0,Grundschulen,mehrere Schulen,Schulbergredder 21,22399 Hamburg,Wandsbek,Poppenbüttel,+49 40 428 93 1722,+49 40 428 93 1755,staatlich,http://www.grundschule-poppenbuettel.hamburg.de,grundschule-poppenbuettel@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",253,2013
10.056314,53.549,APP_HH_SCHULEN_DWH_63550,Grundschule Osterbrook,5139-0,Grundschulen,Grundschulen,Osterbrook 17/19,20537 Hamburg,Hamburg-Mitte,Hamm,+49 40 428 96 45-0,+49 40 2 19 09 8-22,staatlich,http://www.schule-osterbrook.de,grundschule-osterbrook@bsb.hamburg.de,false,ReBBZ Mitte,236,2013
9.952839,53.564062,APP_HH_SCHULEN_DWH_63551,Grundschule Arnkielstraße,5137-0,Grundschulen,Grundschulen,Arnkielstraße 2/4,22769 Hamburg,Altona,Altona-Nord,+49 40 428 93 57-0,+49 40 432 163-55,staatlich,http://www.schule-arnkielstrasse.de,grundschule-arnkielstrasse@bsb.hamburg.de,false,ReBBZ Altona,240,2013
10.119201,53.638417,APP_HH_SCHULEN_DWH_63552,Grundschule Hasenweg,5136-0,Grundschulen,Grundschulen,Hasenweg 40,22393 Hamburg,Wandsbek,Sasel,+49 40 428 96 44-0,+49 40 8 70 85-3222,staatlich,http://www.grundschule-hasenweg.de,grundschule-hasenweg@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",347,2013
10.03987,53.535786,APP_HH_SCHULEN_DWH_63553,Fritz-Köhne-Schule,5134-0,Grundschulen,Grundschulen,Marckmannstraße 61,20539 Hamburg,Hamburg-Mitte,Rothenburgsort,+49 40 24 83 56-0,+49 40 24 83 56-22,staatlich,http://www.fritz-koehne-schule.de,fritz-koehne-schule@bsb.hamburg.de,false,ReBBZ Mitte,267,2013
10.082144,53.551546,APP_HH_SCHULEN_DWH_63554,Schule Beim Pachthof,5130-0,Grundschulen,Grundschulen,Beim Pachthof 15/17,22111 Hamburg,Hamburg-Mitte,Horn,+49 40 428 98-30,+49 40 428 98-250,staatlich,http://www.schule-beim-pachthof.de,schule-beim-pachthof@bsb.hamburg.de,false,ReBBZ Billstedt,281,2013
10.02839,53.579464,APP_HH_SCHULEN_DWH_63555,Goldbek-Schule,5127-0,Grundschulen,Grundschulen,Imstedt 18-20,22083 Hamburg,Hamburg-Nord,Barmbek-Süd,+49 40 428 9302-30,+49 40 428 9302-22,staatlich,http://www.goldbek-schule.hamburg.de,goldbek-schule@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-winterhude"">ReBBZ Winterhude</a>",229,2013
9.983734,53.588918,APP_HH_SCHULEN_DWH_63556,Grundschule St. Nikolai,5124-0,Grundschulen,Grundschulen,Robert-Koch-Straße 15,20249 Hamburg,Hamburg-Nord,Eppendorf,+49 40 428 88-740,+49 40 428 88-7422,staatlich,http://www.stnikolaischule.hamburg.de,grundschule-st-nikolai@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-winterhude"">ReBBZ Winterhude</a>",250,2013
10.039773,53.535508,APP_HH_SCHULEN_DWH_63558,Schule Marckmannstraße,5121-0,Sonderschulen,Sonderschulen,Marckmannstraße 60,20539 Hamburg,Hamburg-Mitte,Rothenburgsort,+49 40 428 88 82-0,+49 40 428 88 82-32,staatlich,http://www.schule-marckmannstrasse.de/,Schule-Marckmannstrasse@bsb.hamburg.de,false,ReBBZ Wilhelmsburg,116,2013
9.863064,53.527907,APP_HH_SCHULEN_DWH_63559,Westerschule Finkenwerder,5119-0,Grundschulen,Grundschulen,Finkenwerder Landscheideweg 180,21129 Hamburg,Hamburg-Mitte,Finkenwerder,+49 40 428 8837-0,+49 40 428 8837-22,staatlich,http://www.westerschule.hamburg.de,Westerschule-Finkenwerder@bsb.hamburg.de,false,"<a href=""http://www.frieda-stoppenbrink-schule.de"">ReBBZ Süderelbe</a>",229,2013
10.11966,53.543731,APP_HH_SCHULEN_DWH_63560,Grundschule Archenholzstraße,5118-0,Grundschulen,Grundschulen,Archenholzstraße 55,22117 Hamburg,Hamburg-Mitte,Billstedt,+49 40 428 93 27-0,+49 40 428 93 27-20,staatlich,http://www.grundschule-archenholzstrasse.de,grundschule-archenholzstrasse@bsb.hamburg.de,false,ReBBZ Billstedt,353,2013
10.009723,53.49269,APP_HH_SCHULEN_DWH_63561,Grundschule Kirchdorf,5117-0,Grundschulen,Grundschulen,Prassekstraße 5,21109 Hamburg,Hamburg-Mitte,Wilhelmsburg,+49 40 428 85-2249,+49 40 428 85-2256,staatlich,http://www.gskirchdorf.hamburg.de,grundschule-kirchdorf@bsb.hamburg.de,false,ReBBZ Wilhelmsburg,321,2013
10.028739,53.670932,APP_HH_SCHULEN_DWH_63562,Grundschule Am Heidberg,5111-0,Grundschulen,mehrere Schulen,Tangstedter Landstraße 300,22417 Hamburg,Hamburg-Nord,Langenhorn,+49 40 428 933-20,+49 40 428 933-219,staatlich,http://www.grundschule-am-heidberg.de,grundschule-am-heidberg@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-nord-beratung/"">ReBBZ Nord</a>",393,2013
10.041144,53.557546,APP_HH_SCHULEN_DWH_63563,Schule Hohe Landwehr,5106-0,Grundschulen,Grundschulen,Hohe Landwehr 19,20535 Hamburg,Hamburg-Mitte,Hamm,+49 40 428 8876-0,+49 40 428 8876-77,staatlich,http://www.schule-hohe-landwehr.de,schule-hohe-landwehr@bsb.hamburg.de,false,ReBBZ Mitte,254,2013
10.010894,53.55644,APP_HH_SCHULEN_DWH_63564,Heinrich-Wolgast-Schule,5105-0,Grundschulen,mehrere Schulen,Greifswalder Straße 40,20099 Hamburg,Hamburg-Mitte,St. Georg,+49 40 428 88-270,+49 40 428 88-2722,staatlich,http://www.heinrich-wolgast-schule.de,heinrich-wolgast-schule@bsb.hamburg.de,false,ReBBZ Mitte,270,2013
9.888593,53.613052,APP_HH_SCHULEN_DWH_63565,Grundschule Lohkampstraße,5104-0,Grundschulen,mehrere Schulen,Lohkampstraße 145,22523 Hamburg,Eimsbüttel,Eidelstedt,+49 40 428 96 41-0,+49 40 571 47-3222,staatlich,http://www.grundschule-lohkampstrasse.de,grundschule-lohkampstrasse@bsb.hamburg.de,false,ReBBZ Eimsbüttel,181,2013
9.958599,53.547701,APP_HH_SCHULEN_DWH_63566,Grundschule St.Pauli,5103-0,Grundschulen,mehrere Schulen,Friedrichstraße 55,20359 Hamburg,Hamburg-Mitte,St. Pauli,+49 40 428 967-550,+49 40 428 967-558,staatlich,http://ganztagsschule-stpauli.schulhomepages.hamburg.de/,ganztagsschule-st-pauli@bsb.hamburg.de,false,ReBBZ Mitte,167,2013
10.115964,53.598851,APP_HH_SCHULEN_DWH_63567,Grundschule Eckerkoppel,5102-0,Grundschulen,Grundschulen,Berner Heerweg 99,22159 Hamburg,Wandsbek,Farmsen-Berne,+49 40 428 93 83-0,+49 40 428 93 83-22,staatlich,http://www.grundschule.eckerkoppel.hamburg.de,grundschule-eckerkoppel@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-sued-beratung/"">ReBBZ Wandsbek-Süd</a>",300,2013
9.994569,53.54205,APP_HH_SCHULEN_DWH_63568,Katharinenschule in der Hafencity,5101-0,Grundschulen,Grundschulen,Am Dalmannkai 18,20457 Hamburg,Hamburg-Mitte,HafenCity,+49 40 428 88-460,+49 40 428 88-4622,staatlich,http://www.katharinenschule-hafencity.de,katharinenschule-in-der-hafencity@bsb.hamburg.de,false,ReBBZ Mitte,274,2013
9.884709,53.526976,APP_HH_SCHULEN_DWH_63569,Aueschule Finkenwerder,5100-0,Grundschulen,Grundschulen,Ostfrieslandstraße 91,21129 Hamburg,Hamburg-Mitte,Finkenwerder,+49 40 428 7615-0,+49 40 428 7615-22,staatlich,http://www.aueschule-finkenwerder.hamburg.de,aueschule-finkenwerder@bsb.hamburg.de,false,"<a href=""http://www.frieda-stoppenbrink-schule.de"">ReBBZ Süderelbe</a>",233,2013
10.019844,53.526853,APP_HH_SCHULEN_DWH_63570,Schule auf der Veddel,5099-0,Langformschulen,Langformschulen,Slomanstieg 1/3,20539 Hamburg,Hamburg-Mitte,Veddel,+49 40 428 96 42-0,+49 40 7 80 78 5-22,staatlich,http://www.schule-auf-der-veddel.hamburg.de,schule-auf-der-veddel@bsb.hamburg.de,false,ReBBZ Wilhelmsburg,409,2013
10.164427,53.629086,APP_HH_SCHULEN_DWH_63571,Stadtteilschule Meiendorf,5098-0,Stadtteilschulen,Stadtteilschulen,Deepenhorn 1,22145 Hamburg,Wandsbek,Rahlstedt,+49 40 428 93 08-0,+49 40 679 69-022,staatlich,http://www.sts-meiendorf.hamburg.de,stadtteilschule-meiendorf@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",239,2013
10.106825,53.55159,APP_HH_SCHULEN_DWH_63572,Brüder-Grimm-Schule,5097-1,Langformschulen,Langformschulen,Steinadlerweg 26,22119 Hamburg,Hamburg-Mitte,Billstedt,+49 40 428 48 4-0,+49 40 428 48 4-153,staatlich,http://brueder-grimm.schulhomepages.hamburg.de/,brueder-grimm-schule@bsb.hamburg.de,false,ReBBZ Billstedt,470,2013
10.102902,53.556283,APP_HH_SCHULEN_DWH_63573,Brüder-Grimm-Schule,5097-0,Langformschulen,Langformschulen,Querkamp 68,22119 Hamburg,Hamburg-Mitte,Horn,+49 40 428 48 4-0,+49 40 428 48 4-153,staatlich,http://brueder-grimm.schulhomepages.hamburg.de/,brueder-grimm-schule@bsb.hamburg.de,false,ReBBZ Billstedt,552,2013
9.993639,53.504268,APP_HH_SCHULEN_DWH_63574,Stadtteilschule Wilhelmsburg,5095-1,Langformschulen,Langformschulen,Perlstieg 1,21107 Hamburg,Hamburg-Mitte,Wilhelmsburg,+49 40 428 825-0,+49 40 428 825-143,staatlich,http://www.stadtteilschule-wilhelmsburg.de,stadtteilschule-wilhelmsburg@bsb.hamburg.de,false,ReBBZ Wilhelmsburg,754,2013
9.98996,53.505557,APP_HH_SCHULEN_DWH_63575,Stadtteilschule Wilhelmsburg,5095-0,Langformschulen,Langformschulen,Rotenhäuser Straße 67,21107 Hamburg,Hamburg-Mitte,Wilhelmsburg,+49 40 428 825-0,+49 40 428 825-143,staatlich,http://www.stadtteilschule-wilhelmsburg.de,stadtteilschule-wilhelmsburg@bsb.hamburg.de,false,ReBBZ Wilhelmsburg,450,2013
10.20652,53.505185,APP_HH_SCHULEN_DWH_63576,Stadtteilschule Lohbrügge,5094-0,Stadtteilschulen,Stadtteilschulen,Binnenfeldredder 7,21031 Hamburg,Bergedorf,Lohbrügge,+49 40 428 876-05,+49 40 428 876-522,staatlich,http://www.stadtteilschule-lohbruegge.hamburg.de,stadtteilschule-lohbruegge@bsb.hamburg.de,false,ReBBZ Bergedorf,1199,2013
9.867323,53.477889,APP_HH_SCHULEN_DWH_63577,Stadtteilschule Süderelbe,5093-0,Stadtteilschulen,Stadtteilschulen,Neumoorstück 1,21147 Hamburg,Harburg,Neugraben-Fischbek,+49 40 428 89 3-02,+49 40 428 893-270,staatlich,http://www.stadtteilschule-suederelbe.de,stadtteilschule-suederelbe@bsb.hamburg.de,false,"<a href=""http://www.frieda-stoppenbrink-schule.de"">ReBBZ Süderelbe</a>",947,2013
9.973815,53.58722,APP_HH_SCHULEN_DWH_63578,Stadtteilschule Eppendorf,5090-0,Langformschulen,Langformschulen,Löwenstraße 58,20251 Hamburg,Hamburg-Nord,Hoheluft-Ost,+49 40 428 82-20,+49 40 428 82-2199,staatlich,http://www.gseppendorf.de,stadtteilschule-eppendorf@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-winterhude"">ReBBZ Winterhude</a>",1045,2013
10.12098,53.541148,APP_HH_SCHULEN_DWH_63579,Stadtteilschule Öjendorf,5089-1,Stadtteilschulen,mehrere Schulen,Pergamentweg 1-5,22117 Hamburg,Hamburg-Mitte,Billstedt,+49 40 428 9318-0,+49 40 428 9318-50,staatlich,http://www.stadtteilschule-oejendorf.de,stadtteilschule-oejendorf@bsb.hamburg.de,false,ReBBZ Billstedt,255,2013
10.129758,53.54209,APP_HH_SCHULEN_DWH_63580,Stadtteilschule Öjendorf,5089-0,Stadtteilschulen,Stadtteilschulen,Öjendorfer Höhe 12,22117 Hamburg,Hamburg-Mitte,Billstedt,+49 40 428 9318-0,+49 40 428 9318-50,staatlich,http://www.stadtteilschule-oejendorf.de,stadtteilschule-oejendorf@bsb.hamburg.de,false,ReBBZ Billstedt,485,2013
10.026986,53.586973,APP_HH_SCHULEN_DWH_63581,Stadtteilschule Winterhude,5088-0,Langformschulen,Langformschulen,Meerweinstraße 26-28,22303 Hamburg,Hamburg-Nord,Winterhude,+49 40 428 98 42-0,+49 40 428 98 42-45,staatlich,http://www.sts-winterhude.de,stadtteilschule-winterhude@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-winterhude"">ReBBZ Winterhude</a>",1161,2013
10.202132,53.419894,APP_HH_SCHULEN_DWH_63582,Stadtteilschule Kirchwerder,5087-0,Langformschulen,Langformschulen,Kirchwerder Hausdeich 341,21037 Hamburg,Bergedorf,Kirchwerder,+49 40 428 96 74-0,+49 40 723 77 14 4,staatlich,http://www.stadtteilschule-kirchwerder.hamburg.de,stadtteilschule-kirchwerder@bsb.hamburg.de,false,ReBBZ Bergedorf,1074,2013
10.16656,53.652113,APP_HH_SCHULEN_DWH_63583,Stadtteilschule Walddörfer,5085-1,Stadtteilschulen,Stadtteilschulen,Vörn Barkholt 6,22359 Hamburg,Wandsbek,Volksdorf,+49 40 428 96 92-0,+49 40 428 96 92-22,staatlich,http://www.stadtteilschule-walddoerfer.de/,stadtteilschule-walddoerfer@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",418,2013
10.173543,53.653501,APP_HH_SCHULEN_DWH_63584,Stadtteilschule Walddörfer,5085-0,Stadtteilschulen,Stadtteilschulen,Ahrensburger Weg 30,22359 Hamburg,Wandsbek,Volksdorf,+49 40 428 96 92-0,+49 40 428 96 92-22,staatlich,http://www.stadtteilschule-walddoerfer.de/,stadtteilschule-walddoerfer@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",1018,2013
10.160945,53.486112,APP_HH_SCHULEN_DWH_63585,Gretel-Bergmann-Schule,5084-1,Stadtteilschulen,Stadtteilschulen,Von-Moltke-Bogen 40- 44,21035 Hamburg,Bergedorf,Neuallermöhe,+49 40 428 76 47-0,+49 40 428 76 47-10,staatlich,http://www.gretel-bergmann-schule.de,gretel-bergmann-schule@bsb.hamburg.de,false,ohne ReBBZ,,
10.165668,53.486866,APP_HH_SCHULEN_DWH_63586,Gretel-Bergmann-Schule,5084-0,Stadtteilschulen,Stadtteilschulen,Margit-Zinke-Straße 7-11,21035 Hamburg,Bergedorf,Neuallermöhe,+49 40 428 76 47-0,+49 40 428 76 47-10,staatlich,http://www.gretel-bergmann-schule.de,gretel-bergmann-schule@bsb.hamburg.de,false,ReBBZ Bergedorf,1391,2013
9.896829,53.608649,APP_HH_SCHULEN_DWH_63587,Stadtteilschule Eidelstedt,5083-1,Stadtteilschulen,Stadtteilschulen,Niekampsweg 25,22523 Hamburg,Eimsbüttel,Eidelstedt,+49 40 428 79 6-0,+49 40 428 79 6-230,staatlich,http://www.stadtteilschule-eidelstedt.de,stadtteilschule-eidelstedt@bsb.hamburg.de,false,ReBBZ Eimsbüttel,326,2013
9.888593,53.613052,APP_HH_SCHULEN_DWH_63588,Stadtteilschule Eidelstedt,5083-0,Stadtteilschulen,mehrere Schulen,Lohkampstraße 145,22523 Hamburg,Eimsbüttel,Eidelstedt,+49 40 428 79 6-0,+49 40 428 79 6-230,staatlich,http://www.stadtteilschule-eidelstedt.de,stadtteilschule-eidelstedt@bsb.hamburg.de,false,ReBBZ Eimsbüttel,866,2013
9.908384,53.568157,APP_HH_SCHULEN_DWH_63589,Stadtteilschule Bahrenfeld,5081-0,Stadtteilschulen,Stadtteilschulen,Regerstraße 21,22761 Hamburg,Altona,Bahrenfeld,+49 40 428 88-720,+49 40 428 88-7230,staatlich,http://www.stadtteilschule-bahrenfeld.de,stadtteilschule-bahrenfeld@bsb.hamburg.de,false,ReBBZ Altona,994,2013
9.875975,53.532128,APP_HH_SCHULEN_DWH_63590,Stadtteilschule Finkenwerder,5080-0,Stadtteilschulen,Stadtteilschulen,Norderschulweg 14,21129 Hamburg,Hamburg-Mitte,Finkenwerder,+49 40 428 85-901,+49 40 428 85-9210,staatlich,http://www.sts-finkenwerder.de,stadtteilschule-finkenwerder@bsb.hamburg.de,false,"<a href=""http://www.frieda-stoppenbrink-schule.de"">ReBBZ Süderelbe</a>",689,2013
10.050682,53.645132,APP_HH_SCHULEN_DWH_63591,Stadtteilschule Poppenbüttel,5079-1,Stadtteilschulen,Stadtteilschulen,Poppenbüttler Stieg 7,22339 Hamburg,Wandsbek,Hummelsbüttel,+49 40 428 829-211,+49 40 428 829-210,staatlich,http://www.stadtteilschule-poppenbuettel.hamburg.de,stadtteilschule-poppenbuettel@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",385,2013
10.08043,53.658989,APP_HH_SCHULEN_DWH_63592,Stadtteilschule Poppenbüttel,5079-0,Stadtteilschulen,mehrere Schulen,Schulbergredder 21u 13,22399 Hamburg,Wandsbek,Poppenbüttel,+49 40 428 829-211,+49 40 428 829-210,staatlich,http://www.stadtteilschule-poppenbuettel.hamburg.de,stadtteilschule-poppenbuettel@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",550,2013
9.822318,53.563781,APP_HH_SCHULEN_DWH_63593,Stadtteilschule Blankenese,5077-0,Stadtteilschulen,Stadtteilschulen,Frahmstraße 15a/b,22587 Hamburg,Altona,Blankenese,+49 40 428 828 0,+49 40 428 828 245,staatlich,http://www.stadtteilschule-blankenese.de,stadtteilschule-blankenese@bsb.hamburg.de,false,ReBBZ Altona-West,1330,2013
9.920947,53.559072,APP_HH_SCHULEN_DWH_63594,Max-Brauer-Schule,5076-1,Langformschulen,Langformschulen,Daimlerstraße 40,22763 Hamburg,Altona,Ottensen,+49 40 428 98 20,+49 40 428 98 21 30,staatlich,http://www.max-brauer-schule.de,max-brauer-schule@bsb.hamburg.de,false,ReBBZ Altona,706,2013
9.922017,53.561077,APP_HH_SCHULEN_DWH_63595,Max-Brauer-Schule,5076-0,Langformschulen,Langformschulen,Bei der Paul-Gerhardt-Kirche 1/3,22761 Hamburg,Altona,Bahrenfeld,+49 40 428 98 20,+49 40 428 98 21 30,staatlich,http://www.max-brauer-schule.de,max-brauer-schule@bsb.hamburg.de,false,ReBBZ Altona,874,2013
10.057355,53.614341,APP_HH_SCHULEN_DWH_63596,Schule am See,5075-1,Langformschulen,Langformschulen,Gropiusring 43,22309 Hamburg,Wandsbek,Steilshoop,+49 40 428 96 39-50,+49 40 428 96 39-22,staatlich,http://www.schuleamsee-hamburg.de,schule-am-see@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-sued-beratung/"">ReBBZ Wandsbek-Süd</a>",,
10.062589,53.617476,APP_HH_SCHULEN_DWH_63597,Schule am See,5075-0,Langformschulen,Langformschulen,Borchertring 38,22309 Hamburg,Wandsbek,Steilshoop,+49 40 428 96 39-50,+49 40 428 96 39-22,staatlich,http://www.schuleamsee-hamburg.de,schule-am-see@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-sued-beratung/"">ReBBZ Wandsbek-Süd</a>",621,2013
