Schulart,Kreis,Ort,Schul-Nr.,Name,Bezeichnung,Straße,Plz,Ort,Tel-Nr.,Fax-Nr.,E-Mail,Internetadresse,Rechtsstatus,Beteiligung an schularübergreifendergreifender Orient.stufe,Ganztagsschule in,Schüler_insgesamt,weiblich,männlich,Deutsche,Ausländer,zusammen,dar. Deutsche,Elementarstufe,Primarstufe,Sekundarstufe I,Sekundarstufe II,Ober- und Werkstufe,Lehrkräfte Vollzeit,Lehrkräfte Teilzeit,pädagogische Fachkräfte Vollzeit,pädagogische Fachkräfte Teilzeit
Realschule Plus,"Birkenfeld, LK",Idar-Oberstein  ,40295,Kooperative Realschule plus        ,Ida-Purper-Schule                  ,Vollmersbachstr. 55,55743,Idar-Oberstein  ,	(06781)568580	,	(06781)5685840	,	info@ida-purper-schule.de	,http://www.ida-purper-schule.de,öffentliche Schule,N,-,441,218,223,423,18,66,48,-,-,441,-,-,23,13,-,1
Realschule Plus,"Birkenfeld, LK",Idar-Oberstein  ,41779,Realschule plus                    ,Idar-Oberstein                     ,Rostocker Str. 2,55743,Idar-Oberstein  ,	(06781) 64710	,	(06781) 64722	,	rsplus-io@idar-oberstein.de	,http://http://www.wp.realschule-plus-idar-oberstein.de/,öffentliche Schule,N,Angebotsform,304,141,163,249,55,96,41,-,-,304,-,-,23,10,1,-
Realschule Plus,"Cochem-Zell, LK",Cochem  ,40307,Realschule plus Cochem             ,-,Schloßstr. 34,56812,Cochem  ,	(02671)3051	,	(02671)4676	,	rs-cochem@gmx.de	,http://www.rs-cochem.de,öffentliche Schule,J,Angebotsform,514,240,274,462,52,53,1,-,-,514,-,-,28,18,-,1
Realschule Plus,"Cochem-Zell, LK",Ulmen,41826,Realschule plus Vulkaneifel        ,-,Am Jungferweiher,56766,Ulmen,	(02676)1551	,	(02676)8299	,	rgs_vulkaneifel@web.de	,http://www.rs-vulkaneifel.de/,öffentliche Schule,N,Angebotsform,248,116,132,238,10,71,61,-,-,248,-,-,18,5,-,-
Realschule Plus,Donnersbergkreis,Kirchheimbolanden  ,42024,Georg-von-Neumayer-Schule          ,Realschule plus                    ,Dr. Heinrich-v.-Brunck-Str. 47,67292,Kirchheimbolanden  ,	(06352)75324 0	,	(06352)75324 24	,	sekretariat@gvnschule.de	,http://www.gvnschule.de,öffentliche Schule,N,Angebotsform,592,269,323,542,50,151,101,-,-,592,-,-,26,23,-,1
Realschule Plus,Donnersbergkreis,Rockenhausen  ,40745,Realschule plus Rockenhausen       ,-,Mühlackerweg 24c,67806,Rockenhausen  ,	(06361)921330	,	(06361)921331	,	rsrok@t-online.de	,http://www.rsrok.de,öffentliche Schule,N,Angebotsform,345,149,196,285,60,85,25,-,-,345,-,-,19,12,-,-
Realschule Plus,Donnersbergkreis,Winnweiler,42130,Albert-Schweitzer-Schule           ,Realschule plus                    ,Schulstr. 20a,67722,Winnweiler,	(06302)2090	,	(06302)5054	,	schulleitung@asrplus.de	,http://www.ASRplus.de,öffentliche Schule,N,Angebotsform,240,95,145,221,19,21,2,-,-,240,-,-,13,7,-,-
Realschule Plus,"Eifelkreis Bitburg-Prüm, LK",Bitburg  ,40204,Realschule plus                    ,-,Talweg 7,54634,Bitburg  ,	(06561)95240	,	(06561)952424	,	Schulleitung@rsplus-bitburg.de	,http://www.rsplus-bitburg.de,öffentliche Schule,J,Angebotsform,847,353,494,761,86,135,49,-,-,847,-,-,44,28,-,-
Realschule Plus,"Eifelkreis Bitburg-Prüm, LK",Bitburg  ,41046,Priv. Realschule plus              ,St. Matthias                       ,Prümer Str.,54634,Bitburg  ,	(06561)949050	,	(06561)949055	,	realschule@st-matthias.de	,http://www.st-matthias.de,private Schule,J,-,619,286,333,619,-,-,-,-,-,619,-,-,26,16,-,-
Realschule Plus,"Eifelkreis Bitburg-Prüm, LK",Bleialf,41752,Realschule plus Bleialf            ,-,Im Brühl 3,54608,Bleialf,	(06555)92090	,	(06555)920916	,	rsplus.bleialf@t-online.de	,-,öffentliche Schule,N,Angebotsform,334,159,175,314,20,32,12,-,-,334,-,-,19,10,-,-
Realschule Plus,"Eifelkreis Bitburg-Prüm, LK",Prüm  ,40595,Realschule plus                    ,Prüm                               ,Schulzentrum Kreuzerweg,54595,Prüm  ,	(06551)971110	,	(06551)9711120	,	sekretariat@klrpruem.de	,http://www.klr-pruem.de,öffentliche Schule,J,verpflichtender Form,398,193,205,375,23,49,26,-,-,398,-,-,25,6,-,-
Realschule Plus,"Frankenthal (Pfalz), kreisfreie Stadt ",Frankenthal (Pfalz)    ,42367,Friedrich-Ebert-                   ,Realschule plus                    ,Jakobsplatz 3,67227,Frankenthal (Pfalz)    ,	(06233)4531	,	(06233)480654	,	schulleitung@realschuleplus-frankenthal.de	,http://www.realschuleplus-frankenthal.de,öffentliche Schule,N,Angebotsform,393,162,231,271,122,184,62,-,-,393,-,-,25,8,-,-
Realschule Plus,"Germersheim, LK",Bellheim,41119,Realschule plus Bellheim           ,-,Schulstr. 4,76756,Bellheim,	(07272)930120	,	(07272)930121	,	info@rs-bellheim.de	,http://www.rs-plus-bellheim.de/,öffentliche Schule,N,Angebotsform,281,103,178,245,36,75,39,-,-,281,-,-,15,17,-,-
Realschule Plus,"Germersheim, LK",Germersheim  ,40758,Richard-von-Weizsäcker-            ,Realschule plus                    ,August-Keiler-Str.,76726,Germersheim  ,	(07274)7072-0	,	(07274)7072-20	,	info@realschule-germersheim.de	,http://www.realschule-germersheim.de/cms/,öffentliche Schule,N,offener Form,690,321,369,615,75,306,231,-,-,690,-,-,34,19,-,-
Realschule Plus,"Germersheim, LK",Germersheim  ,42414,Geschwister-Scholl-Schule          ,Realschule plus                    ,Römerweg 2,76726,Germersheim  ,	(07274) 91 99 30	,	(07274) 91 99320	,	GSS-Germersheim@t-online.de	,http://www.realschuleplus-germersheim.de/3.html,öffentliche Schule,N,Angebotsform,298,114,184,225,73,222,149,-,-,298,-,-,17,16,-,-
Realschule Plus,"Germersheim, LK",Kandel  ,40761,Realschule plus                    ,Kandel                             ,Jahnstr. 18,76870,Kandel  ,	(07275)91440	,	(07275)914429	,	realschule.kandel@t-online.de	,http://www.realschule-kandel.de,öffentliche Schule,N,Angebotsform,448,189,259,372,76,86,10,-,-,448,-,-,29,11,-,-
Realschule Plus,"Germersheim, LK",Lingenfeld,42040,Realschule plus Lingenfeld         ,-,Schillerstr. 10-12,67360,Lingenfeld,	(06344)969640	,	(06344)9696420	,	sekretariat@rsplus-lingenfeld.de	,http://www.rsplus-lingenfeld.de,öffentliche Schule,N,Angebotsform,202,88,114,170,32,97,65,-,-,202,-,-,11,10,-,-
Realschule Plus,"Kaiserslautern, kreisfreie Stadt",Kaiserslautern   ,40642,Kurpfalz-Realschule plus           ,Schulzentrum im Stadtwald          ,Im Stadtwald,67663,Kaiserslautern   ,	(0631)3189200	,	(0631)3189280	,	kurpfalz-rs-kl@web.de	,www.krsplus-kl.de,öffentliche Schule,N,Angebotsform,717,268,449,639,78,164,86,-,-,717,-,-,41,18,-,-
Realschule Plus,"Kaiserslautern, kreisfreie Stadt",Kaiserslautern   ,42370,Lina-Pfaff                         ,Realschule plus                    ,Friedrichstr. 75,67655,Kaiserslautern   ,	(0631)68898	,	(0631)696032	,	lina-pfaff-schule@t-online.de	,http://www.Lina-Pfaff.de,öffentliche Schule,N,Angebotsform,430,166,264,341,89,148,59,-,-,430,-,-,27,12,-,1
Realschule Plus,"Kaiserslautern, LK",Bruchmühlbach-Miesau,41959,Adam-Müller-Schule                 ,Realschule plus                    ,Raiffeisenstr. 4 a,66892,Bruchmühlbach-Miesau,	(06372)1460	,	(06372)994995	,	Sekretariat@adam-mueller-schule.de	,http://adam-mueller-realschule-plus.de,öffentliche Schule,N,Angebotsform,351,158,193,336,15,235,220,-,-,351,-,-,25,5,-,-
Realschule Plus,"Kaiserslautern, LK",Queidersbach,42097,Realschule plus Queidersbach       ,-,Jahnstr.,66851,Queidersbach,	(06371)3762	,	(06371)916744	,	RSplus.Queidersbach@t-online.de	,http://www.Rsplus-Queidersbach.de,öffentliche Schule,N,-,200,77,123,185,15,53,38,-,-,200,-,-,12,6,-,-
Realschule Plus,"Kaiserslautern, LK",Ramstein-Miesenbach  ,41872,Realschule plus                    ,Ramstein-Miesenbach                ,Schernauer Str. 31,66877,Ramstein-Miesenbach  ,	(06371)96300	,	(06371)963018	,	info@rsplus-ramstein.de	,http://www.rsplusramstein.bildung-rp.de/,öffentliche Schule,N,Angebotsform,462,215,247,343,119,238,119,-,-,462,-,-,22,13,-,1
Realschule Plus,"Kaiserslautern, LK",Weilerbach,42127,Westpfalzschule Weilerbach         ,Realschule plus                    ,In der Naßerde 30,67685,Weilerbach,	(06374)91490	,	(06374)914919	,	rsplus-weilerbach@t-online.de	,http://www.westpfalzschule-weilerbach.de,öffentliche Schule,N,-,305,134,171,292,13,60,47,-,-,305,-,-,18,9,-,-
Realschule Plus,"Koblenz, kreisfreie Stadt",Koblenz,40217,Clemens-Brentano-/ Overberg        ,Realschule plus                    ,Weißer Gasse 6,56068,Koblenz,	(0261)31336	,	37326	,	cbrealsc@rz-online.de	,http://www.cborsplus.de,öffentliche Schule,N,-,595,287,308,444,151,212,61,-,-,595,-,-,20,37,-,1
Realschule Plus,"Koblenz, kreisfreie Stadt",Koblenz,40895,Realschule plus                    ,Auf der Karthause                  ,Schulzentrum,56075,Koblenz,	(0261)952610	,	(0261)9526142	,	rsk-dobbertin@online.de	,http://www.rsk.de.vu,öffentliche Schule,N,Angebotsform,503,216,287,422,81,181,100,-,-,503,-,-,28,14,-,-
Realschule Plus,"Koblenz, kreisfreie Stadt",Koblenz,41239,Albert Schweitzer Schule           ,Realschule plus                    ,Lehrhohl 46,56077,Koblenz,	(0261)8896590	,	(0261)88965923	,	info@rsplus-koblenz.de	,http://www.rsplus-koblenz.de,öffentliche Schule,N,Angebotsform,233,69,164,212,21,65,44,-,-,233,-,-,14,11,-,-
Realschule Plus,"Koblenz, kreisfreie Stadt",Koblenz,42234,Realschule plus                    ,Goethe-Schule                      ,Brenderweg 123,56070,Koblenz,	(0261) 869615	,	(0261) 890231	,	goethe-rsplus@web.de	,http://www.rsgoethe.bildung.koblenz.de,öffentliche Schule,N,Angebotsform,346,142,204,230,116,204,88,-,-,346,-,-,25,11,-,-
Realschule Plus,"Kusel, LK",Altenglan,41736,Gustav-Schäffner-Schule            ,Realschule plus                    ,Schulstr. 14,66885,Altenglan,	(06381)2864	,	(06381)995461	,	Realschule-plus-Altenglan@t-online.de	,http://Schule-Altenglan.de,öffentliche Schule,N,-,425,203,222,374,51,58,7,-,-,425,-,-,24,6,1,-
Realschule Plus,"Kusel, LK",Kusel  ,40775,Realschule plus Kusel              ,Schulzentrum                       ,Am Roßberg 1,66869,Kusel  ,	(06381)9969970	,	(06381)99699730	,	Realschuleplus.Kusel@t-online.de	,http://Realschuleplus-Kusel.de,öffentliche Schule,J,Angebotsform,339,147,192,320,19,31,12,-,-,339,-,-,23,11,-,-
Realschule Plus,"Ludwigshafen a.Rhein, krsfr. Stadt",Ludwigshafen am Rhein   ,40127,Anne-Frank-Realschule plus         ,-,Bruchwiesenstr. 310,67059,Ludwigshafen am Rhein   ,	(0621)504430110	,	(0621)504430198	,	sekretariat@afrspluslu.de	,http://www.AnneFrankRealschule.de,öffentliche Schule,N,-,723,365,358,580,143,430,287,-,-,723,-,-,31,29,-,-
Realschule Plus,"Ludwigshafen a.Rhein, krsfr. Stadt",Ludwigshafen am Rhein   ,40941,K.-Burger-Realschule plus          ,im Schulzentrum Mundenheim         ,Karolina-Burger-Str. 38,67065,Ludwigshafen am Rhein   ,	(0621)504425720	,	(0621)504425797	,	info@kbrsplus.de	,http://www.kbrsplus.de,öffentliche Schule,N,-,679,327,352,455,224,474,250,-,-,679,-,-,30,27,-,-
Realschule Plus,"Ludwigshafen a.Rhein, krsfr. Stadt",Ludwigshafen am Rhein   ,42266,Adolf-Diesterweg-Realschule +      ,Kooperative Realschule plus        ,Adolf-Diesterweg-Str. 65,67071,Ludwigshafen am Rhein   ,	(0621)504424710	,	(0621)504424798	,	info@rsplus-diesterweg-lu.de	,http://www.rsplus-diesterweg-lu.de,öffentliche Schule,N,-,346,147,199,223,123,245,122,-,-,346,-,-,18,16,-,-
Realschule Plus,"Ludwigshafen a.Rhein, krsfr. Stadt",Ludwigshafen am Rhein   ,42277,Ernst-Reuter-Schule                ,Realschule plus                    ,Schlesier Str. 56,67065,Ludwigshafen am Rhein   ,	(0621)504421320	,	(0621)504421398	,	ernstreuterschulelu@arcor.de	,http://www.ernstreuterschulelu.de,öffentliche Schule,N,Angebotsform,338,141,197,284,54,103,49,-,-,338,-,-,22,6,-,-
Realschule Plus,"Ludwigshafen a.Rhein, krsfr. Stadt",Ludwigshafen am Rhein   ,42473,Realschule plus am Ebertpark       ,-,Virchowstr. 1,67063,Ludwigshafen am Rhein   ,	(0621 504 42 54 10	,	0621 504 42 54 98	,	sekretariat@rsplus-am-ebertpark.de	,http://www.rsplus-am-ebertpark.de,öffentliche Schule,N,-,494,219,275,251,243,362,119,-,-,494,-,-,30,13,-,-
Realschule Plus,"Mainz, kreisfreie Stadt",Mainz   ,40008,Anne-Frank-Realschule plus         ,Mainz                              ,Petersplatz 2,55116,Mainz   ,	06131/9060420	,	(06131)238003	,	schule.rs-anne-frank@stadt.mainz.de	,http://www.afr-mainz.de,öffentliche Schule,N,Angebotsform,722,317,405,538,184,546,362,-,-,722,-,-,46,27,1,-
Realschule Plus,"Mainz, kreisfreie Stadt",Mainz   ,41016,Realschule plus                    ,Lerchenberg                        ,Hindemithstr. 1-5,55127,Mainz   ,	(06131)71138	,	(06131)361327	,	schule.rsplus-lerchenberg@stadt.mainz.de	,http://www.rsplus-mainz-lerchenberg.de,öffentliche Schule,N,Angebotsform,496,182,314,371,125,305,180,-,-,496,-,-,35,11,1,-
Realschule Plus,"Mainz-Bingen, LK",Bingen am Rhein    ,42217,Realschule plus                    ,Am Scharlachberg                   ,Pestalozzistr. 1,55411,Bingen am Rhein    ,	(06721)42041	,	(06721)42334	,	rsplus.bingen.sbg@googlemail.com	,-,öffentliche Schule,N,Angebotsform,283,138,145,219,64,105,41,-,-,283,-,-,19,5,-,-
Realschule Plus,"Mainz-Bingen, LK",Gau-Algesheim  ,41992,Christian-Erbach                   ,Realschule plus                    ,Appenheimer Str. 4,55435,Gau-Algesheim  ,	(06725)91953-0	,	(06725)91953-19	,	sekretariat@realschule-plus-gau-algesheim.de	,http://www.realschule-plus-gau-algesheim.de,öffentliche Schule,N,Angebotsform,469,205,264,426,43,86,43,-,-,469,-,-,25,10,-,-
Realschule Plus,"Mainz-Bingen, LK",Ingelheim am Rhein  ,40848,Kaiserpfalz                        ,Realschule plus                    ,Ludwig-Langstädter-Str. 6,55218,Ingelheim am Rhein  ,	(06132) 714410	,	(06132) 7144120	,	sekretariat@kaiserpfalz-realschule.de	,http://www.Kaiserpfalz-Realschule.de,öffentliche Schule,N,Angebotsform,508,222,286,447,61,120,59,-,-,508,-,-,27,11,-,-
Realschule Plus,"Mainz-Bingen, LK",Oppenheim  ,42084,Realschule plus                    ,-,Am Stadtbad 20,55276,Oppenheim  ,	(06133)5720-0	,	(06133)5720-20	,	info@irs-oppenheim.de	,http://www.irs-oppenheim.de,öffentliche Schule,N,Angebotsform,33,20,13,30,3,9,6,-,-,33,-,-,3,7,-,-
Realschule Plus,"Mayen-Koblenz, LK",Andernach    ,40324,Geschwister-Scholl                 ,Realschule plus                    ,Salentinstr. 12,56626,Andernach    ,	(02632)96560	,	(02632)965613	,	verwaltung@gsra-ver.de	,http://www.gsr.my-myk.de,öffentliche Schule,N,-,676,283,393,639,37,185,148,-,-,676,-,-,26,35,1,-
Realschule Plus,"Mayen-Koblenz, LK",Andernach    ,41196,St. Thomas Realschule plus         ,-,Salentinstr. 1a,56626,Andernach    ,	(02632/940720	,	02632-9407244	,	info@rsplus-st-thomas.de	,-,öffentliche Schule,N,-,383,188,195,298,85,121,36,-,-,383,-,-,25,11,-,1
Realschule Plus,"Mayen-Koblenz, LK",Bendorf  ,41359,Karl-Fries-Realschule plus         ,-,Lohweg 22,56170,Bendorf  ,	(02622)94330	,	(02622)943333	,	sekretariat@kfsb.bildung-rp.de	,http://www.kfsb.bildung-rp.de,öffentliche Schule,N,Angebotsform,655,311,344,574,81,217,136,-,-,655,-,-,34,21,-,1
Realschule Plus,"Mayen-Koblenz, LK",Mayen    ,40337,Albert-Schweitzer                  ,Realschule plus                    ,Joignystr. 5,56727,Mayen    ,	(02651)970820	,	(02651)9708244	,	info@realschule-mayen.de	,http://www.realschule-mayen.com,öffentliche Schule,N,Angebotsform,731,335,396,674,57,120,63,-,-,731,-,-,36,20,1,-
Realschule Plus,"Mayen-Koblenz, LK",Mülheim-Kärlich  ,41136,Realschule plus                    ,Mülheim-Kärlich	                   ,Reihe Bäume 21,56218,Mülheim-Kärlich  ,	(02630)9402-10	,	(02630)959662	,	rsplus@sz-mk.de	,http://rsplus-mk.de/,öffentliche Schule,N,Angebotsform,825,370,455,752,73,95,22,-,-,825,-,-,36,30,-,1
Realschule Plus,"Mayen-Koblenz, LK",Nachtsheim,41449,Realschule plus Nachtsheim         ,St. Stephanus-Realschule plus      ,Greimerstälchen 3,56729,Nachtsheim,	(02656)95289-0	,	(02656)95289-10	,	info@realschule-plus-nachtsheim.de	,http://www.realschule-plus-nachtsheim.de,öffentliche Schule,N,Angebotsform,243,100,143,239,4,11,7,-,-,243,-,-,10,12,-,-
Realschule Plus,"Mayen-Koblenz, LK",Vallendar  ,41106,Priv. Schönstätter                 ,Marienschule - Realschule plus	    ,Höhrer Str. 74-76,56179,Vallendar  ,	(0261)60356	,	9622814	,	sl-rs@schoenstaetter-marienschule.de	,http://www.schoenstaetter-marienschule.de,private Schule,N,-,361,361,-,360,1,5,4,-,-,361,-,-,13,13,-,-
Realschule Plus,"Mayen-Koblenz, LK",Vallendar  ,41599,Realschule plus Vallendar          ,-,Sebastian-Kneipp-Str.,56179,Vallendar  ,	(0261)69662	,	(0261)9622092	,	info@irsp-vallendar.de	,http://www.irsp-vallendar.de,öffentliche Schule,N,Angebotsform,444,173,271,420,24,79,55,-,-,444,-,-,20,24,-,-
Realschule Plus,"Neustadt a.d.W., krsfr. Stadt",Neustadt an der Weinstraße  ,40668,Realschule plus Neustadt           ,-,Landwehrstr. 20,67433,Neustadt an der Weinstraße  ,	(06321)918610	,	(06321)918611	,	rsplus@schulen-nw.de	,http://www.rsplus-neustadt.de,öffentliche Schule,N,Angebotsform,553,274,279,478,75,180,105,-,-,553,-,-,30,16,-,-
Realschule Plus,"Neuwied, LK",Dierdorf  ,40355,Nelson Mandela                     ,Realschule plus                    ,Schulstr. 22,56269,Dierdorf  ,	(02689)94480	,	944830	,	info@nelson-mandela-schule.de	,http://www.nelson-mandela-schule.de,öffentliche Schule,N,Angebotsform,970,457,513,908,62,90,28,-,-,970,-,-,51,23,-,-
Realschule Plus,"Neuwied, LK",Neustadt (Wied),40372,Realschule plus                    ,Neustadt/Wied                      ,Im Engelsgarten,53577,Neustadt (Wied),	(02683)988720	,	(02683)988721	,	realschule-neustadt@t-online.de	,http://rs-neustadt-wied.de,öffentliche Schule,N,-,494,216,278,486,8,28,20,-,-,494,-,-,22,16,-,-
Realschule Plus,"Neuwied, LK",Neuwied    ,40925,Heinrich-Heine                     ,Realschule plus                    ,Reckstr. 24,56564,Neuwied    ,	(02631)24901	,	26025	,	hhr-nr@t-online.de	,http://hhr-neuwied.de/,öffentliche Schule,N,Angebotsform,511,237,274,388,123,323,200,-,-,511,-,-,32,14,-,-
Realschule Plus,"Neuwied, LK",Neuwied    ,41272,Realschule plus Neuwied            ,-,Marienstr. 21,56567,Neuwied    ,	(02631)975720	,	(02631)9757229	,	realschule-plus-neuwied@schulen-neuwied.de	,http://www.realschule-plus-neuwied.de,öffentliche Schule,N,Angebotsform,513,198,315,493,20,20,-,-,-,513,-,-,26,9,-,-
Realschule Plus,"Neuwied, LK",Neuwied    ,41466,Realschule plus Niederbieber       ,-,In der Lach 4,56567,Neuwied    ,	(02631)54751	,	(02631)52174	,	carmen-sylva-schule@schulen-neuwied.de	,http://css.bildung-rp.de,öffentliche Schule,N,Angebotsform,567,240,327,510,57,202,145,-,-,567,-,-,36,9,1,1
Realschule Plus,"Neuwied, LK",Neuwied    ,42517,Freie Christliche Schule           ,Realschule plus                    ,Flurstr. 24	,56566,Neuwied    ,	(02622-9212888	,-,	info@fcsn-rsplus.de	,http://www.fcsn.de,private Schule,N,-,116,49,67,114,2,6,4,-,-,116,-,-,5,5,-,-
Realschule Plus,"Neuwied, LK",Puderbach,41496,Realschule plus Puderbach          ,-,Schulstr. 23,56305,Puderbach,	(02684)3035	,	(02684)3038	,	rsplus-puderbach@t-online.de	,http://realschule-plus-puderbach.bildung-rp.de/,öffentliche Schule,N,Angebotsform,317,141,176,298,19,32,13,-,-,317,-,-,20,4,-,2
Realschule Plus,"Neuwied, LK",Rheinbrohl,41526,Realschule plus Rheinbrohl         ,-,Ruth-Dany-Weg 2,56598,Rheinbrohl,	(02635)9501-0	,	(02635)9501-10	,	info@roemerwallschule.de	,http://www.roemerwallschule.de,öffentliche Schule,N,Angebotsform,441,212,229,405,36,43,7,-,-,441,-,-,25,8,-,-
Realschule Plus,"Neuwied, LK",Unkel  ,41586,Stefan-Andres-Schule               ,Realschule plus                    ,Linzer Str. 17 b,53572,Unkel  ,	(02224)981580	,	(02224)98158-29	,	sekretariat@Stefan-Andres-Schule.de	,http://www.stefan-andres-schule.de,öffentliche Schule,N,Angebotsform,310,136,174,272,38,105,67,-,-,310,-,-,19,9,1,1
Realschule Plus,"Neuwied, LK",Waldbreitbach,41299,Realschule plus                    ,Waldbreitbach                      ,In der Au 38,56588,Waldbreitbach,	(02638)4157	,	(02638)947239	,	realschuleplus@dhs-waldbreitbach.de	,http://www.dhs-waldbreitbach.de/,öffentliche Schule,N,-,219,104,115,207,12,12,-,-,-,219,-,-,13,6,-,-
Realschule Plus,"Pirmasens, kreisfreie Stadt",Pirmasens   ,41869,Realschule plus am Kirchberg       ,-,Kirchbergstr. 41,66955,Pirmasens   ,	(06331)265111	,	(06331)265153	,	info@rsplus-ps.de	,http://realschuleplus-pirmasens-kirchberg.bildung-rp.de,öffentliche Schule,N,Angebotsform,341,162,179,286,55,87,32,-,-,341,-,-,23,7,-,-
Realschule Plus,Rhein-Hunsrück-Kreis,Boppard  ,41362,Realschule plus Boppard            ,-,Auf der Zeil,56154,Boppard  ,	(06742)4893	,	(06742)4894	,	verwaltung@fritz-strassmann-schule.de	,http://www.fritz-strassmann-schule.de,öffentliche Schule,N,Angebotsform,222,106,116,205,17,90,73,-,-,222,-,-,11,9,-,-
Realschule Plus,Rhein-Hunsrück-Kreis,Kirchberg (Hunsrück)  ,40445,Ausonius-Realschule plus           ,Kirchberg/Hunsrück                 ,Schulstr. 11,55481,Kirchberg (Hunsrück)  ,	(06763)9311-73	,	(06763)9311-70	,	mail@kgs-kirchberg.de	,http://kgs-kirchberg.de,öffentliche Schule,J,Angebotsform,497,262,235,491,6,239,233,-,-,497,-,-,24,13,-,-
Realschule Plus,Rhein-Hunsrück-Kreis,Oberwesel  ,40458,Heuss-Adenauer                     ,Mittelrhein-Realschule plus        ,Kirchstr. 61 - 71,55430,Oberwesel  ,	(06744)93300	,	933022	,	sekretariat@mrso.de	,http://www.rs-oberwesel.de,öffentliche Schule,N,Angebotsform,470,226,244,443,27,113,86,-,-,470,-,-,25,15,-,-
Realschule Plus,Rhein-Hunsrück-Kreis,Rheinböllen ,41513,Puricelli-Schule                   ,Realschule plus                    ,Schulstr.,55494,Rheinböllen ,	(06764)961160	,	(06764)908483	,	info@puricelli-schule.de	,http://www.puricelli-schule.de,öffentliche Schule,N,Angebotsform,199,92,107,176,23,27,4,-,-,199,-,-,9,9,-,-
Realschule Plus,Rhein-Hunsrück-Kreis,Simmern/ Hunsrück  ,41556,Realschule plus Simmern            ,-,Kümbdcher Hohl 17,55469,Simmern/ Hunsrück  ,	(06761)93220	,	(06761)932218	,	buero@realschuleplus-simmern.de	,http://www.rgs-simmern.de,öffentliche Schule,N,Angebotsform,464,230,234,412,52,135,83,-,-,464,-,-,23,19,-,-
Realschule Plus,Rhein-Lahn-Kreis,Bad Ems  ,41346,Schillerschule                     ,Realschule plus                    ,Schulstr. 25,56130,Bad Ems  ,	(02603)2312	,	(02603)2313	,	verwaltung@rs-be.de	,http://schiller-schule-bad-ems.de,öffentliche Schule,N,Angebotsform,562,275,287,493,69,115,46,-,-,562,-,-,36,11,-,-
Realschule Plus,Rhein-Lahn-Kreis,Diez  ,40462,Theodissa Realschule plus Diez     ,-,Danziger Str. 32,65582,Diez  ,	(06432)927110	,	(06432)927137	,	info@rsplus-diez.de	,http://www.rs-diez.de,öffentliche Schule,J,Angebotsform,531,252,279,499,32,52,20,-,-,531,-,-,27,14,1,2
Realschule Plus,Rhein-Lahn-Kreis,Hahnstätten,41392,Realschule plus Hahnstätten        ,-,Jahnstr. 25,65623,Hahnstätten,	(06430)925629	,	(06430)9250186	,	info@realschuleplus-hahnstaetten.net	,http://www.realschuleplus-hahnstaetten.de,öffentliche Schule,N,Angebotsform,327,137,190,321,6,73,67,-,-,327,-,-,21,12,-,-
Realschule Plus,Rhein-Lahn-Kreis,Lahnstein    ,40488,Realschule plus Lahnstein          ,-,Oberheckerweg 4,56112,Lahnstein    ,	(02621)942730	,	942731	,	RS-Lahnstein@web.de	,http://Rs-Lahnstein-de,öffentliche Schule,N,Angebotsform,779,350,429,702,77,116,39,-,-,779,-,-,37,25,-,-
Realschule Plus,Rhein-Pfalz-Kreis,Bobenheim-Roxheim,41932,Realschule plus Bobenheim-         ,Roxheim                            ,Grünstadter Str. 6,67240,Bobenheim-Roxheim,	(06239)92670	,	(06239)926724	,	eva.bruening@realschuleplus-bobrox.de	,http://realschuleplus-bobrox.de,öffentliche Schule,N,Angebotsform,337,161,176,304,33,83,50,-,-,337,-,-,23,10,-,-
Realschule Plus,Rhein-Pfalz-Kreis,Böhl-Iggelheim,41946,Peter-Gärtner                      ,Realschule plus                    ,Am Schwarzweiher 1,67459,Böhl-Iggelheim,	(06324)9899530	,	(06324)98995318	,	willkommen@peter-gaertner-realschuleplus.de	,http://www.peter-gaertner-realschuleplus.de,öffentliche Schule,N,Angebotsform,438,199,239,396,42,68,26,-,-,438,-,-,23,15,-,1
Realschule Plus,Rhein-Pfalz-Kreis,Dudenhofen,41976,Realschule plus                    ,Dudenhofen/Römerberg               ,Iggelheimer Str. 37,67373,Dudenhofen,	(06232)900550	,	(06232)900565	,	sekretariat@schule-dudenhofen-roemerberg.de	,http://www.schule-dudenhofen-roemerberg.de,öffentliche Schule,N,Angebotsform,372,151,221,315,57,57,-,-,-,372,-,-,19,7,-,1
Realschule Plus,Rhein-Pfalz-Kreis,Limburgerhof,40818,Rudolf-Wihr-Realschule plus        ,Limburgerhof                       ,Neuhofener Str. 81d,67117,Limburgerhof,	(06236 479440	,	06236 479469	,	verwaltung@rsplus-limburgerhof.de	,http://www.rsplus-limburgerhof.de,öffentliche Schule,N,Angebotsform,553,251,302,485,68,85,17,-,-,553,-,-,27,22,-,-
Realschule Plus,Rhein-Pfalz-Kreis,Maxdorf,41092,Justus-von-Liebig-Realschule       ,plus Maxdorf-Lambsheim             ,Schulstr. 1,67133,Maxdorf,	(06237)9243310	,	(06237)9243311	,	mail@liebig-realschule-plus.de	,http://www.liebig-realschue-plus.de,öffentliche Schule,N,Angebotsform,586,257,329,519,67,161,94,-,-,586,-,-,32,25,-,-
