Schul-nummer,Kreis,Gemeinde,Rechtsform,Gesamtschule,Name der Schule,PLZ,Schulort,"Straße, Hausnummer",Telefon-vorwahl,Telefon-nummer,Ausländische Schüler,Kennung Internat,Vorklassen,Grundschulen,Förderstufe,Hauptschule,Mittelstufen-schule,Realschule,Integrierte Jahrgangs-stufe,Gymnasien,Förderschulen,Schulen für Erwachsene,Schüler insg. mit Vorklassen,Schüler insg. ohne Vorklassen,Fax,Email Adresse
3544,432,19,1,,Ueberauer Schule,64354,Reinheim,Wilhelm-Leuschner-Straße 19,6162,83583,2,,,50,,,,,,,,,50,50,911961,poststelle@us.reinheim.schulverwaltung.hessen.de
3545,432,21,1,,Eichwaldschule,64850,Schaafheim,Langstädter Straße 40,6073,9130,42,,,180,114,67,,155,,,,,523,523,980415,poststelle@ews.schaafheim.schulverwaltung.hessen.de
3546,432,10,1,,Grundschule im Grünen,64823,Groß-Umstadt,Groß-Umstädter-Straße 30,6078,4676,2,,,62,,,,,,,,,62,62,783610,poststelle@lgs.gross-umstadt.schulverwaltung.hessen.de
3548,438,12,1,,Schule an den Linden,63322,Rödermark,Töpferstraße 9,6074,7401,38,,11,408,,,,,,,,,419,408,62610,poststelle@an-den-linden.roedermark.schulverwaltung.hessen.de
3549,437,3,1,,Grundschule Wersau,64395,Brensbach,Schulstraße 3-5,6161,1265,2,,,46,,,,,,,,,46,46,877637,poststelle@g.wersau.schulverwaltung.hessen.de
3550,532,11,1,,Wachenbergschule,35708,Haiger,Hosrain 4,2773,6264,1,,,86,,,,,,,,,86,86,913052,poststelle@g.allendorf.schulverwaltung.hessen.de
3551,532,10,1,,Nassau-Oranien-Schule,35753,Greifenstein,Westerwaldstraße 18,2779,287,6,,,136,,,,,,,,,136,136,1543,poststelle@g.greifenstein.schulverwaltung.hessen.de
3552,532,4,1,,Fritz-Philippi-Schule Breitscheid,35767,Breitscheid,Schulweg 3,2777,7360,15,,,134,60,25,,133,,,,,364,364,1584,poststelle@mps.breitscheid.schulverwaltung.hessen.de
3553,532,12,1,,Ambachtalschule,35745,Herborn,Im Ambachtal,2772,3675,4,,,97,,,,,,,,,97,97,921373,poststelle@g.ambachtal.schulverwaltung.hessen.de
3555,532,5,1,,Jung-Stilling-Schule Ewersbach,35716,Dietzhölztal,Hauptstraße 90,2774,2421,6,,,159,,,,,,,,,159,159,921253,poststelle@g.ewersbach.schulverwaltung.hessen.de
3556,532,5,1,,Grundschule Mandeln,35716,Dietzhölztal,Schulstraße 20,2774,51170,,,,41,,,,,,,,,41,41,922553,poststelle@g.mandeln.schulverwaltung.hessen.de
3558,532,6,1,,Juliane-von-Stolberg-Schule,35683,Dillenburg,Maibachstraße 1,2771,24595,7,,,175,,,,,,,,,175,175,261019,poststelle@juliane-v-stolberg.dillenburg.schulverwaltung.hessen.de
3559,532,6,1,,Wiesentalschule,35689,Dillenburg,Schulstraße 10,2771,7122,1,,,36,,,,,,,,,36,36,801946,poststelle@g.eibach.schulverwaltung.hessen.de
3560,532,6,1,,Grundschule Manderbach,35685,Dillenburg,Schulweg 1,2771,34772,,,,105,,,,,,,,,105,105,850238,poststelle@g.manderbach.schulverwaltung.hessen.de
3561,532,6,1,,Grundschule Nanzenbach,35690,Dillenburg,Vorm Hübschbeul,2771,33245,1,,,36,,,,,,,,,36,36,813246,poststelle@g.nanzenbach.schulverwaltung.hessen.de
3562,532,6,1,,Rotebergschule,35683,Dillenburg,Rühlstraße 3,2771,34830,11,,13,166,,,,,,,,,179,166,850183,poststelle@roteberg.dillenburg.schulverwaltung.hessen.de
3563,532,6,1,,Lilienstern-Schule Donsbach,35686,Dillenburg,Mühlstraße 22,2771,35762,1,,,56,,,,,,,,,56,56,813970,poststelle@g.donsbach.schulverwaltung.hessen.de
3564,532,7,1,2,Westerwaldschule,35759,Driedorf,Zur Hassel 9,2775,8096,32,,,200,,,,,391,,,,591,591,1748,poststelle@westerwald.driedorf.schulverwaltung.hessen.de
3565,532,9,1,,Grundschule Wissenbach,35713,Eschenburg,Schulstraße 2,2774,71511,3,,,68,,,,,,,,,68,68,916673,poststelle@g.wissenbach.schulverwaltung.hessen.de
3566,532,9,1,,Eschenburgschule,35713,Eschenburg,Am Holderberg,2774,1517,3,,15,179,,,,,,,,,194,179,917099,poststelle@g.eibelshausen.schulverwaltung.hessen.de
4397,412,0,1,,Gymnasium Nied,65929,Frankfurt am Main,Palleskestraße 60,69,21271917,17,,,,,,,,,115,,,115,115,21275975,poststelle.gymnasium-nied@stadt-frankfurt.de
3585,532,17,1,,Johann-Heinrich-Alsted-Schule,35756,Mittenaar,Schulstraße 13,2772,62562,10,,,167,105,110,,170,,,,,552,552,64353,poststelle@joh-heinrich-alsted.mittenaar.schulverwaltung.hessen.de
3587,532,6,1,,Scheldetalschule Niederscheld,35687,Dillenburg,Schulstraße 27,2771,6542,3,,,59,,,,,,,,,59,59,261518,poststelle@scheldetal.dillenburg.schulverwaltung.hessen.de
3588,532,6,1,,Schelderwald-Schule,35688,Dillenburg,Am Seßweg 27,2771,6634,4,,,67,,,,,,,,,67,67,829048,poststelle@schelderwald.dillenburg.schulverwaltung.hessen.de
3591,532,11,1,,Roßbachtal-Schule,35708,Haiger,Grundstraße 91,2773,6480,3,,,91,,,,,,,,,91,91,913326,poststelle@g.rossbachtal.schulverwaltung.hessen.de
3592,532,12,1,,Pestalozzi-Schule,35745,Herborn,Rother Straße 2-4,2777,366,,,,65,,,,,,,,,65,65,6210,poststelle@pestalozzi.herborn.schulverwaltung.hessen.de
3593,532,11,1,,Grundschule Sechshelden,35708,Haiger,Kirchberg 29,2771,31595,1,,,41,,,,,,,,,41,41,850728,poststelle@g.sechshelden.schulverwaltung.hessen.de
3594,532,19,1,,Grundschule am Siegbach,35768,Siegbach,Austraße 30,2778,2206,,,,93,,,,,,,,,93,93,699502,poststelle@g.eisemroth.schulverwaltung.hessen.de
3599,437,1,1,,Grundschule Bad König,64732,Bad König,Martin-Luther-Straße 2,6063,912666,36,,31,245,,,,,,,67,,343,312,912667,poststelle@g.bad-koenig.schulverwaltung.hessen.de
3600,437,1,1,2,Carl-Weyprecht-Schule,64732,Bad König,Mainstraße 42,6063,912325,19,,,,,,,,470,,,,470,470,912326,poststelle@cws.bad-koenig.schulverwaltung.hessen.de
3602,437,2,1,,Reinhart-van-Gülpen-Schule,64743,Beerfelden,Schulstraße 5,6068,3421,,,,18,,,,,,,,,18,18,3421,poststelle@rvg-schule.gammelsbach.schulverwaltung.hessen.de
3603,437,2,1,,Schule in der Stried Beerfelden,64743,Beerfelden,Adalbert-Stifter-Straße 8,6068,2130,19,,,168,,,,,,,8,,176,176,2137,poststelle@g.beerfelden.schulverwaltung.hessen.de
3604,437,13,1,,Grundschule Beerfurth,64385,Reichelsheim (Odenwald),Michelbacher Straße 15,6164,2340,5,,,70,,,,,,,,,70,70,2340,poststelle@g.beerfurth.schulverwaltung.hessen.de
3605,437,4,1,,Grundschule Sandbach,64747,Breuberg,Höchster Straße 31,6163,912300,18,,,107,,,,,,,,,107,107,912301,poststelle@g.sandbach.schulverwaltung.hessen.de
3606,437,5,1,,Grundschule Brombachtal,64753,Brombachtal,Schulweg 2,6063,1790,2,,,127,,,,,,,,,127,127,577720,poststelle@g.brombachtal.schulverwaltung.hessen.de
3607,437,6,1,2,Schule am Sportpark,64711,Erbach,Am Drachenfeld 2,6062,9555890,43,,,,,,,,612,,35,,647,647,913592,poststelle@sas.erbach.schulverwaltung.hessen.de
3608,437,6,1,,Schule am Treppenweg,64711,Erbach,Martin-Luther-Straße 54,6062,3432,32,,12,269,,,,,,,11,,308,296,913405,poststelle@schule-am-treppenweg.erbach.schulverwaltung.hessen.de
3610,437,9,1,1,Ernst-Göbel-Schule,64739,Höchst i. Odw.,Bismarckstraße 52,6163,9420,143,,,,,62,,281,,789,33,,1165,1165,94220,poststelle@egs.hoechst.schulverwaltung.hessen.de
3612,437,10,1,,Grundschule Lützelbach,64750,Lützelbach,Schulstraße 26,6165,1227,4,,,112,,,,,,,,,112,112,911933,poststelle@g.luetzelbach.schulverwaltung.hessen.de
3614,437,11,1,,Stadtschule Michelstadt,64720,Michelstadt,Schulstraße 20,6061,9652700,31,,12,249,,,,,,,12,,273,261,96527015,poststelle@stadtschule.michelstadt.schulverwaltung.hessen.de
3615,437,11,1,,Theodor-Litt-Schule,64720,Michelstadt,Landrat-Neff-Straße 9,6061,94190,103,,,,,,360,,,,36,,442,442,941913,poststelle@tls.michelstadt.schulverwaltung.hessen.de
3616,437,4,1,1,Georg-Ackermann-Schule,64747,Breuberg,Schulstraße 1,6165,3895630,84,,,,,65,,270,,145,17,,516,516,38956340,poststelle@gas.breuberg.schulverwaltung.hessen.de
3617,437,13,1,,Reichenberg-Schule,64385,Reichelsheim (Odenwald),Beerfurther Straße 24,6164,1535,14,,,203,,,,,,,8,,211,211,912992,poststelle@reichenbergschule.reichelsheim.schulverwaltung.hessen.de
3618,437,14,1,,Grundschule Rothenberg,64757,Rothenberg,Schulstraße 8,6275,725,,,,55,,,,,,,,,55,55,725,poststelle@g.rothenberg.schulverwaltung.hessen.de
3619,437,15,1,,Grundschule Sensbachtal,64759,Sensbachtal,Hauptstraße 33,6068,4126,1,,,20,,,,,,,,,20,20,4126,poststelle@g.sensbachtal.schulverwaltung.hessen.de
3622,437,10,1,,Grundschule Seckmauern,64750,Lützelbach,Pestalozzistraße 15,9372,4180,2,,,110,,,,,,,,,110,110,130767,poststelle@g.seckmauern.schulverwaltung.hessen.de
3623,437,11,1,,Grundschule Vielbrunn,64720,Michelstadt,Eulbacher Weg 6,6066,1312,2,,,54,,,,,,,,,54,54,1312,poststelle@g.vielbrunn.schulverwaltung.hessen.de
3624,437,1,1,,Waldbachschule,64732,Bad König,Faltenweg 22,6063,1252,2,,,49,,,,,,,,,49,49,503820,poststelle@wbs.zell.schulverwaltung.hessen.de
3626,440,2,1,,Solgrabenschule,61231,Bad Nauheim,Am Solgraben 6,6032,921276,168,,,,,57,251,255,,,,,603,603,921278,poststelle@sgbn.bad-nauheim.schulverwaltung.hessen.de
3627,440,2,1,,Stadtschule an der Wilhelmskirche,61231,Bad Nauheim,Mittelstraße 30,6032,921380,87,,16,589,,,,,,,,,621,605,921381,poststelle@wibn.bad-nauheim.schulverwaltung.hessen.de
3628,440,2,1,,Wettertalschule Rödgen,61231,Bad Nauheim,Wettertalstraße 12,6032,6143,7,,,155,,,,,,,,,155,155,927768,poststelle@wtbn.bad-nauheim.schulverwaltung.hessen.de
3629,440,3,1,,Ernst-Reuter-Schule,61118,Bad Vilbel,Pestalozzistraße 6,6101,85777,12,,,318,,,,,,,,,318,318,580188,poststelle@erbv.bad-vilbel.schulverwaltung.hessen.de
3630,440,3,1,,Regenbogenschule,61118,Bad Vilbel,Beethovenstraße 2-4,6101,541363,15,,,331,,,,,,,,,331,331,541364,poststelle@rbbv.bad-vilbel.schulverwaltung.hessen.de
3631,440,3,1,,Saalburgschule Bad Vilbel,61118,Bad Vilbel,Saalburgstraße 10,6101,44245,36,,11,238,,,,,,,,,249,238,497335,poststelle@sbbv.bad-vilbel.schulverwaltung.hessen.de
3632,440,3,1,,John-F.-Kennedy-Schule,61118,Bad Vilbel,Saalburgstraße 10,6101,44146,76,,,,142,83,,301,,,,,526,526,49467,poststelle@jkbv.bad-vilbel.schulverwaltung.hessen.de
3633,440,3,1,,Stadtschule Bad Vilbel,61118,Bad Vilbel,Frankfurter Straße 85,6101,85808,30,,,326,,,,,,,,,326,326,509241,poststelle@ssbv.bad-vilbel.schulverwaltung.hessen.de
3635,434,2,1,,Grundschule Burgholzhausen,61381,Friedrichsdorf,Peter-Geibel-Straße 15,6007,1001,12,,,157,,,,,,,,,157,157,930435,poststelle@bgh.friedrichsdorf.schulverwaltung.hessen.de
3636,440,5,1,,Degerfeldschule,35510,Butzbach,Astrid-Lindgren-Straße 2,6033,64721,32,,,367,,,,,,,,,367,367,973849,poststelle@dfbz.butzbach.schulverwaltung.hessen.de
3638,440,5,1,,Haingrabenschule Nieder-Weisel,35510,Butzbach,Oppershofener Straße 14,6033,5036,,,,87,,,,,,,,,87,87,922652,poststelle@hgbz.butzbach.schulverwaltung.hessen.de
3639,440,5,1,,Hausbergschule Hoch-Weisel,35510,Butzbach,Wiesenstraße 14 a,6033,3418,4,,,215,,,,,,,,,215,215,925741,poststelle@hbbz.butzbach.schulverwaltung.hessen.de
3641,440,5,1,2,Schrenzerschule,35510,Butzbach,Emil-Vogt-Straße 6,6033,921120,33,,,,,,,68,469,,,,537,537,921121,poststelle@scbz.butzbach.schulverwaltung.hessen.de
3642,440,5,1,,Stadtschule Butzbach,35510,Butzbach,August-Storch-Straße 9,6033,971316,89,,17,196,,96,,257,,,,,591,574,971317,poststelle@ssbz.butzbach.schulverwaltung.hessen.de
3643,440,8,1,,Brüder-Grimm-Schule,61169,Friedberg,Gebrüder-Grimm-Weg,6031,770265,7,,15,78,,,,,,,89,,182,167,770266,poststelle@bgfb.friedberg.schulverwaltung.hessen.de
3644,440,7,1,,Karl-Weigand-Schule,61197,Florstadt,Kirchgasse 22,6035,5307,37,,,212,112,73,,158,,,,,555,555,970738,poststelle@kwfl.florstadt.schulverwaltung.hessen.de
3645,440,8,1,2,Adolf-Reichwein-Schule Friedberg,61169,Friedberg,Saarstraße 7-13,6031,72350,56,,,163,,,,,598,,,,761,761,723544,poststelle@arfb.friedberg.schulverwaltung.hessen.de
3646,440,8,1,,Gemeinsame Musterschule,61169,Friedberg,Augustinergasse 10,6031,13642,43,,,197,,,,,,,,,213,213,736703,poststelle@gmfb.friedberg.schulverwaltung.hessen.de
3648,440,8,1,,Grundschule Fauerbach,61169,Friedberg,Hauptstraße 21,6031,15455,6,,,132,,,,,,,,,132,132,791399,poststelle@gffb.friedberg.schulverwaltung.hessen.de
3650,440,8,1,,Grundschule Ockstadt,61169,Friedberg,Kapellenstraße 4,6031,4556,4,,,119,,,,,,,,,119,119,772952,poststelle@gofb.friedberg.schulverwaltung.hessen.de
3651,440,8,1,,Philipp-Dieffenbach-Schule,61169,Friedberg,Am Seebach 1,6031,91410,17,,,234,,,,,,,,,234,234,736908,poststelle@pdfb.friedberg.schulverwaltung.hessen.de
3653,440,15,1,,Johanniterschule Münzenberg-Gambach,35516,Münzenberg,Schulstraße 11,6033,971336,4,,,184,,,,,,,,,184,184,971337,poststelle@ggmue.muenzenberg.schulverwaltung.hessen.de
3654,412,0,1,,Grundschule Harheim,60437,Frankfurt am Main,In den Schafgärten 25,6101,41218,16,,11,224,,,,,,,,,235,224,4581,poststelle@grundschule-harheim.frankfurt.schulverwaltung.hessen.de
3656,440,12,1,,Selzerbachschule,61184,Karben,Schulstraße 6,6039,7870,21,,,231,,,,,,,,,231,231,939453,poststelle@szka.karben.schulverwaltung.hessen.de
3659,440,12,1,,Grundschule Kloppenheim,61184,Karben,Frankfurter Straße 13,6039,7676,7,,,96,,,,,,,,,96,96,934287,poststelle@gkka.karben.schulverwaltung.hessen.de
3660,440,12,1,,Schule am Römerbad,61184,Karben,Untergasse 21,6039,2969,9,,12,84,,,,,,,,,96,84,938983,poststelle@roeka.karben.schulverwaltung.hessen.de
3661,440,5,1,,Mittelpunktschule Oberer Hüttenberg,35510,Butzbach,Grenzweg 1,6033,971616,1,,,111,,,,,,,,,111,111,971617,poststelle@ohbz.butzbach.schulverwaltung.hessen.de
3662,440,17,1,,Geschwister-Scholl-Schule Niddatal,61194,Niddatal,Geschwister-Scholl-Straße 26,6034,93900,35,,,282,117,96,,156,,,,,651,651,939024,poststelle@slnt.niddatal.schulverwaltung.hessen.de
3665,440,17,1,,Eichendorff-Schule Ilbenstadt,61194,Niddatal,Schulstraße 34,6034,2193,8,,,122,,,,,,,,,122,122,939941,poststelle@eint.niddatal.schulverwaltung.hessen.de
3666,412,0,1,,Schule am Erlenbach,60437,Frankfurt am Main,Im Feldchen 26,6101,43190,15,,,194,,,,,,,,,194,194,497446,poststelle@schule-am-erlenbach.frankfurt.schulverwaltung.hessen.de
3667,412,0,1,,Michael-Grzimek-Schule,60437,Frankfurt am Main,An der Walkmühle 10,69,5075000,40,,,292,,,,,,,,,292,292,95000564,poststelle@michael-grzimek-schule.frankfurt.schulverwaltung.hessen.de
3669,440,2,1,,Frauenwaldschule Nieder-Mörlen,61231,Bad Nauheim,Frauenwaldstraße 10,6032,971164,22,,,172,90,,,,,,,,262,262,971165,poststelle@fsbn.bad-nauheim.schulverwaltung.hessen.de
3670,440,25,1,,Fritz-Erler-Schule,61206,Wöllstadt,Schmalwiesenweg 14,6034,2551,10,,13,176,,,,,,,,,189,176,905271,poststelle@fewoe.woellstadt.schulverwaltung.hessen.de
3671,434,1,1,,Paul-Maar-Schule,61352,Bad Homburg v. d. Höhe,Holzweg 2,6172,42724,5,,,170,,,,,,,,,170,170,489932,poststelle@pms.bad-homburg.schulverwaltung.hessen.de
3672,440,18,1,,Wintersteinschule Ober-Mörlen,61239,Ober-Mörlen,Borngasse 11,6002,412,11,,,193,,,,,,,,,193,193,930208,poststelle@wsom.ober-moerlen.schulverwaltung.hessen.de
3674,440,12,1,,Lilienwaldschule,61184,Karben,Ysenburger Straße 18-20,6039,7119,7,,,104,,,,,,,,,104,104,488783,poststelle@gpka.karben.schulverwaltung.hessen.de
3676,440,21,1,,Grundschule im Ried,61203,Reichelsheim (Wetterau),Willy-Nohl-Straße 3,6035,3332,15,,,217,,,,,,,,,217,217,921941,poststelle@grei.reichelsheim.schulverwaltung.hessen.de
3677,440,22,1,,Sandrosenschule Rockenberg,35519,Rockenberg,Schulstraße 4,6033,66943,,,,158,,,,,,,,,158,158,970811,poststelle@grock.rockenberg.schulverwaltung.hessen.de
3678,440,23,1,,Erich-Kästner-Schule Rosbach,61191,Rosbach v.d. Höhe,Seeweg 8,6007,930303,23,,,216,,45,,114,,,,,375,375,930304,poststelle@ekro.rosbach.schulverwaltung.hessen.de
3679,440,23,1,,Kapersburgschule,61191,Rosbach v.d. Höhe,Bei den Junkergärten 4,6003,1365,19,,,279,,,,,,,,,279,279,829516,poststelle@gros.rosbach.schulverwaltung.hessen.de
3680,440,7,1,,Grundschule Stammheim,61197,Florstadt,Schlossstraße 12,6035,6871,,,,40,,,,,,,,,40,40,189863,poststelle@gsfl.florstadt.schulverwaltung.hessen.de
3681,440,2,1,,Rosendorfschule Steinfurth,61231,Bad Nauheim,Södeler Straße 15,6032,82474,3,,,112,,,,,,,,,112,112,803821,poststelle@robn.bad-nauheim.schulverwaltung.hessen.de
3685,440,24,1,1,Singbergschule Wölfersheim,61200,Wölfersheim,Wingertstraße 33,6036,98413,42,,,,198,130,,313,,622,,,1263,1263,984140,poststelle@sbwoe.woelfersheim.schulverwaltung.hessen.de
3687,435,1,1,,Martinus-Schule,63619,Bad Orb,Burgring 9,6052,2500,53,,11,231,,131,,,,,,,373,362,900303,poststelle@martinus.bad-orb.schulverwaltung.hessen.de
3711,435,18,1,,Hasela-Schule,63589,Linsengericht,Brentanostraße 1-3,6051,71630,8,,,115,,,,,,,,,115,115,971398,poststelle@hasela.linsengericht.schulverwaltung.hessen.de
3712,435,8,1,,Wilhelm-Hauff-Schule,63639,Flörsbachtal,Gartenstraße 28,6057,697,3,,,73,,,,,,,,,73,73,912596,poststelle@hauff.floersbachtal.schulverwaltung.hessen.de
3714,435,15,1,,Auwiesenschule,63594,Hasselroth,Taunusstraße 4-6,6055,2611,5,,,94,,,,,,,,,94,94,934302,poststelle@auwiesen.hasselroth.schulverwaltung.hessen.de
3716,435,12,1,,Anton-Calaminus-Schule,63584,Gründau,Niedergründauer Straße 17,6051,2811,43,,,190,,96,,192,,,,,478,478,471471,poststelle@calaminus.gruendau.schulverwaltung.hessen.de
3722,435,29,1,,Grundschule Aufenau,63607,Wächtersbach,Frankfurter Straße 26,6053,2322,8,,,69,,,,,,,,,69,69,6107126,poststelle@g.aufenau.schulverwaltung.hessen.de
3724,531,3,1,,Hofburgschule Alten-Buseck,35418,Buseck,Pestalozzistraße 2,6408,2146,8,,,120,,,,,,,,,120,120,547182,poststelle@hofburg.alten-buseck.schulverwaltung.hessen.de
3725,531,8,1,,Jenaplanschule Hungen,35410,Hungen,Schulstraße 18,6036,981091,4,,,104,,,,,,,,,104,104,981092,poststelle@peter-petersen.bellersheim-obbornhofen.schulverwaltung.hessen.de
3726,531,3,1,,Grundschule Beuern,35418,Buseck,Untergasse 3-5,6408,63220,6,,,99,,,,,,,,,99,99,660134,poststelle@grund.buseck-beuern.schulverwaltung.hessen.de
3727,531,17,1,,Waldschule Daubringen,35460,Staufenberg,An der Waldschule 8,6406,5155,,,,57,,,,,,,,,57,57,907547,poststelle@wald1.staufenberg-daubringen.schulverwaltung.hessen.de
3729,531,4,1,,Grundschule Annerod,35463,Fernwald,Auf der Platte 3,641,43718,3,,,75,,,,,,,,,75,75,4941306,poststelle@grund.fernwald-annerod.schulverwaltung.hessen.de
3730,531,4,1,,Grundschule Steinbach,35463,Fernwald,An der Kirche 21,6404,7040,7,,,134,,,,,,,,,134,134,660931,poststelle@grund.fernwald-steinbach.schulverwaltung.hessen.de
3731,531,3,1,,Goetheschule Buseck,35418,Buseck,Wilhelmstraße 11,6408,3188,12,,14,214,,,,,,,,,228,214,3189,poststelle@goethe.grossen-buseck.schulverwaltung.hessen.de
3733,531,12,1,,Burgschule,35440,Linden,Burgstraße 5,6403,2900,13,,17,207,,,,,,,,,224,207,925541,poststelle@burg.linden.schulverwaltung.hessen.de
3735,531,6,1,,Schule am Diebsturm,35305,Grünberg,Schulstraße 6,6401,6579,11,,18,347,,,,,,,,,365,347,21472,poststelle@grund-am-diebsturm.gruenberg.schulverwaltung.hessen.de
3740,531,7,1,,Wilhelm-Leuschner-Schule,35452,Heuchelheim,Bahnstraße 11,641,62644,10,,,248,,,,,,,,,248,248,67316,poststelle@wilhelm-leuschner.heuchelheim.schulverwaltung.hessen.de
3741,531,8,1,,Mittelpunktgrundschule Hungen,35410,Hungen,Am Grassee 4,6402,7246,15,,,219,,,,,,,,,219,219,7286,poststelle@mittelpunktgrund.hungen.schulverwaltung.hessen.de
3742,531,8,1,,Grundschule Inheiden,35410,Hungen,Zum Sportplatz 5,6402,2320,,,,34,,,,,,,,,34,34,508810,poststelle@grund.hungen-inheiden.schulverwaltung.hessen.de
3743,531,9,1,,Grundschule Langgöns,35428,Langgöns,Am alten Stück 7,6403,3750,11,,,206,,,,,,,,,206,206,779868,poststelle@grund.langgoens.schulverwaltung.hessen.de
3744,531,11,1,,Grundschule Langsdorf,35423,Lich,Schulschwan 9,6404,7535,3,,,105,,,,,,,,,105,105,665033,poststelle@grund.lich-langsdorf.schulverwaltung.hessen.de
3745,531,10,1,,Theodor-Heuss-Schule,35321,Laubach,Schmelzweg 3,6405,1384,18,,11,263,,,,,,,,,274,263,4486,poststelle@theodor-heuss.laubach.schulverwaltung.hessen.de
3753,531,12,1,,Wiesengrundschule Leihgestern,35440,Linden,Gießener Straße 22,6403,62100,5,,,221,,,,,,,,,221,221,969543,poststelle@wiesengrund.linden-leihgestern.schulverwaltung.hessen.de
3755,531,11,1,,Erich-Kästner-Schule Lich,35423,Lich,Erich-Kästner-Straße 16,6404,2300,3,,12,308,,,,,,,,,320,308,61597,poststelle@erich-kaestner.lich.schulverwaltung.hessen.de
3758,531,13,1,,Grundschule Lollar,35457,Lollar,Schur 2-6,6406,2999,46,,18,275,,,,,,,,,293,275,2931,poststelle@grund.lollar.schulverwaltung.hessen.de
3759,531,17,1,,Lindenhofschule Mainzlar,35460,Staufenberg,Hachborner Straße 6,6406,4370,,,,56,,,,,,,,,56,56,905470,poststelle@lindenhof.staufenberg-mainzlar.schulverwaltung.hessen.de
3761,531,14,1,,Limesschule,35415,Pohlheim,Pestalozzistraße 10,6403,61412,24,,,269,,,,,,,,,269,269,963443,poststelle@limes.pohlheim-watzenborn.schulverwaltung.hessen.de
3763,531,14,1,,Lückebach-Schule,35415,Pohlheim,Ringstraße 23,6404,7257,10,,,108,,,,,,,,,108,108,665078,poststelle@lueckebach.pohlheim-garbenteich.schulverwaltung.hessen.de
3764,531,14,1,,Regenbogenschule,35415,Pohlheim,Bettenberg 26,6004,501,2,,,180,,,,,,,,,180,180,930988,poststelle@regenbogen.pohlheim-holzheim.schulverwaltung.hessen.de
3766,531,14,1,,Grundschule Hausen,35415,Pohlheim,Alte Gießener Straße 23,641,45744,5,,,70,,,,,,,,,70,70,9483251,poststelle@grund.pohlheim-hausen.schulverwaltung.hessen.de
3767,531,15,1,,Grundschule Rüddingshausen,35466,Rabenau,Wermertshäuser Straße 2,6407,8339,,,,51,,,,,,,,,51,51,400170,poststelle@grund.rabenau-rueddingshausen.schulverwaltung.hessen.de
3768,531,15,1,,Raben-Schule Londorf,35466,Rabenau,Mozartstraße 24,6407,6748,4,,,84,,,,,,,,,84,84,904818,poststelle@raben.rabenau-londorf.schulverwaltung.hessen.de
3769,531,16,1,,Kirschbergschule Reiskirchen,35447,Reiskirchen,Kirschbergstraße 27,6408,2940,8,,,246,,,,,,,,,246,246,2955,poststelle@kirschberg.reiskirchen.schulverwaltung.hessen.de
3770,531,17,1,,Goetheschule Staufenberg,35460,Staufenberg,Vorstadt 12,6406,3140,5,,,77,,,,,,,,,77,77,905130,poststelle@goethe.staufenberg.schulverwaltung.hessen.de
3772,531,17,1,,Grundschule am Edelgarten,35460,Staufenberg,Am Edelgarten 4,6406,4388,9,,,52,,,,,,,,,52,52,76388,poststelle@grund-am-edelgarten.staufenberg-treis.schulverwaltung.hessen.de
3773,531,8,1,,Willi-Ziegler-Schule,35410,Hungen,Königstraße 11,6402,9277,,,,66,,,,,,,,,66,66,508812,poststelle@willi-ziegler.hungen-villingen.schulverwaltung.hessen.de
3774,433,14,1,,Grundschule Im Hollerbusch,65468,Trebur,Berliner Straße 5,6147,203640,5,,,95,,,,,,,,,95,95,2036417,poststelle@hollerbusch.trebur.schulverwaltung.hessen.de
3775,433,1,1,,Nibelungenschule,64584,Biebesheim am Rhein,Ludwigstraße 7,6258,6434,20,,,210,,,,,,,,,210,210,82150,nibelungenschule@nsb.itis-gg.de
3776,433,2,1,,Georg-Mangold-Schule,65474,Bischofsheim,Im Attich 1,6144,337590,31,,17,406,,,,,,,,,438,421,3375916,poststelle@georg-mangold.bischofsheim.schulverwaltung.hessen.de
3778,433,3,1,,Pestalozzischule,64572,Büttelborn,Martinstraße 21,6152,57171,16,,,204,,,,,,,,,215,215,51305,poststelle@pestalozzi.buettelborn.schulverwaltung.hessen.de
3779,433,11,1,,Grundschule Crumstadt,64560,Riedstadt,Am Roseneck 3,6158,83957,6,,,159,,,,,,,,,159,159,87171,poststelle@grundschule.crumstadt.schulverwaltung.hessen.de
3780,433,6,1,,Grundschule Dornheim,64521,Groß-Gerau,Am Sportfeld 5,6152,9489800,8,,,148,,,,,,,,,148,148,9489809,poststelle@grundschule.dornheim.schulverwaltung.hessen.de
3781,433,11,1,,Grundschule Erfelden,64560,Riedstadt,Thomas-Mann-Straße 2,6158,1757,7,,,158,,,,,,,,,158,158,4437,poststelle@grundschule.erfelden.schulverwaltung.hessen.de
3782,433,14,1,,Geinsheimer Schule,65468,Trebur,Schulstraße 5,6147,203220,20,,,160,,,,,,,,,171,171,2032219,poststelle@geinsheimer.trebur.schulverwaltung.hessen.de
3783,433,4,1,2,Johannes-Gutenberg-Schule,64579,Gernsheim,Konrad-Adenauer-Ring 7,6258,93110,68,,,,,59,,141,212,,,,429,429,931144,poststelle@johannes-gutenberg.gernsheim.schulverwaltung.hessen.de
3784,433,4,1,,Peter-Schöffer-Schule,64579,Gernsheim,Schulstraße 5,6258,3669,47,,,343,,,,,,,,,358,358,51886,poststelle@schoeffer.gernsheim.schulverwaltung.hessen.de
