Staatl. Schulamt,Landkreis/ kreisfr. Stadt,Schulart/ Org.form,Dst-Nr.:,Schulname,Plz,Ort,"Straße, Haus-Nr.",Telefon,Telefax,E-Mail,Homepage,Schulleitung
GW,VG,FöL,75230137,"Schule ""Johann Heinrich Pestalozzi"" Greifswald - Schule mit Förderschwerpunkt Lernen",17489,Greifswald,Wolgaster Straße 62,03834/3909,03834/830346,Pestalozzischule-Greifswald@kreis-vg.de,www.pestalozzischule-greifswald.de,"Geisler, Ursula"
GW,VG,FöV/FöL,75235962,"Sonderpädagogisches Förderzentrum ""Biberburg"" Anklam - Schule mit den Förderschwerpunkten Lernen, emotionale und soziale Entwicklung und Sprache",17389,Anklam,Mühlenstraße 8 c,03971/210552,03971/211952,foerderzentrum-anklam@t-online.de,,"Ihrke, Angelika"
GW,VG,FöV/FöL,75235963,"Schule ""Am Park"" Behrenhoff - Schule mit den Förderschwerpunkten Lernen und emotionale und soziale Entwicklung",17498,Behrenhoff,Dorfstraße 21,038356/251,038356/51849,schule-behrenhoff@t-online.de,,"Schmid, Edeltraut"
GW,VG,FöL,75235965,Janusz-Korczak-Schule Wolgast - Schule mit dem Förderschwerpunkt Lernen,17438,Wolgast,Schulstraße 5,03836/202459,03836/2324465,Korczak-Schule-Wolgast@kreis-vg.de,,"Licht, Marina"
GW,VG,FöG,75235966,"""Kleeblattschule""  Anklam - Förderschule mit dem Förderschwerpunkt geistige Entwicklung",17389,Anklam,Baustraße 59,03971/211520,03971/242284,kleeblattschule-anklam@kreis-vg.de,,"Kuhn, Brigitte"
GW,VG,FöG,75235967,Schule Am Stettiner Haff Zirchow - Schule mit dem Förderschwerpunkt geistige Entwicklung,17419,Zirchow,Am Haff 12,038376/20313,038376/29163,fg-zirchow@kreis-vg.de,,"Tetzlaff, Marianne"
GW,VG,FöL,75236244,Schlossbergschule - Sonderpädagogisches Förderzentrum Pasewalk - Schule mit dem Förderschwerpunkt Lernen,17309,Pasewalk,Schützenstraße 13,03973/441024,03973/2049787,schulleiter@schlossbergschule.com,www.schlossbergschule.com,"Daberkow, Michaela"
GW,VG,FöL,75236246,Sonderpädagogisches Förderzentrum Eggesin - Schule mit dem Förderschwerpunkt Lernen,17367,Eggesin,Lindenstraße 35,03976/87604501,03834/87609401,spfz-eggesin@kreis-vg.de,,"Kunath, Marina"
GW,VG,FöG,75236247,"Randow-Schule Löcknitz
Schule mit dem Förderschwerpunkt geistige Entwicklung ",17321,Löcknitz,Am See 11,039754/51733,039754/51733,randow-schule@kreis-vg.de,,"Belz, Michael"
GW,VG,FöG,75236248,Schule mit dem Förderschwerpunkt geistige Entwicklung Ferdinandshof,17379,Ferdinandshof,Gartenstraße 1,039778/28718,039778/28727,fil-ferdinandshof@t-online.de,,"Zimmermann, Irene"
GW,VG,IGS,75330122,"Integrierte Gesamtschule ""Erwin Fischer"" Greifswald",17491,Greifswald,Einsteinstraße 6,03834/500775,03834/889214,fischer-igs-hgw@arcor.de,,"Kagel, Heike"
GW,VG,KGS,75335952,"Europäische Gesamtschule Insel Usedom, Kooperative Gesamtschule",17419,Ahlbeck,Lindenstraße 112,038378/28107,038378/336560,sekretariat@kgs-ahlbeck.de,www.kgs-ahlbeck.de,"Räsch, Jürgen"
GW,VG,RegS,75430120,"Regionale Schule ""Ernst Moritz Arndt"" Greifswald",17489,Greifswald,Arndtstraße 37,03834/500062,03834/518449,regs-arndt-hgw@arcor.de,www.arndtschule.de,"Leddin, Angela"
GW,VG,RegS,75430128,"Regionale Schule ""Caspar David Friedrich"" Greifswald",17493,Greifswald,Usedomer Weg 1,03834/840196,03834/830101,regs-friedrich@t-online.de,www.caspar-david-friedrich-schule-greifswald.de,"Heiden, Rainer"
GW,VG,RegS,75435230,Regionale Schule Jarmen,17126,Jarmen,Demminer Straße 11,039997/10202,039997/12776,Regionale_Schule_Jarmen@t-online.de,www.reg-schule-jarmen.de,"Ilg, Carmen"
GW,VG,RegS,75435231,Regionale Schule Loitz,17121,Loitz,Goethestraße 64,039998/10376,039998/10374,schule.loitz@t-online.de,,"Fandrich, Frank"
GW,VG,RegS,75435926,"Regionale Schule ""Friedrich Schiller"" Anklam",17389,Anklam,Eichenweg 6,03971/245649,03971/245608,SL-Friedrich.Schiller@t-online.de,,"Wutzke, Eckhard"
GW,VG,RegS,75435927,"Regionale Schule ""Käthe Kollwitz"" Anklam",17389,Anklam,Baustraße 56/58,03971/210574,03971/213526,RegSchule-Kollwitz-SL@t-online.de,www.kollwitzschule-anklam.de,"Laue, Marion"
GW,VG,RegS,75435929,"Regionale Schule ""G. L. Th. Kosegarten"" Wolgast",17438,Wolgast,Baustraße 16,03836/202168,03836/202219,Kosegartenschule@freenet.de,www.regionalschule-kosegarten-wolgast.de,"Hämmerling, Gerhard"
GW,VG,RegS/GS,75435930,Regionale Schule mit Grundschule Wolgast,17438,Wolgast,Heberleinstraße 32,03836/202172,03836/234019,Schule.heberlein@t-online.de,,"Fennert, Roswitha"
GW,VG,RegS/GS,75435931,"Regionale Schule mit Grundschule ""Peenetal"" Gützkow",17506,Gützkow,Mascowstraße 12a,038353/201,038353/50621,schulleitung@peenetal-schule.de,,"Hadrath, Ulf"
GW,VG,RegS,75435933,Ostseeschule  Ückeritz,17459,Ückeritz,Strandstraße 3,038375/20935,038375/20647,schule-ueckeritz@gmx.de,,"Biedenweg, Peter"
GW,VG,RegS,75435935,"Regionale Schule ""Heinrich Heine"" Karlshagen",17449,Karlshagen,Schulstraße 4,038371/20239,038371/20293,H.-Heine-Schule-Karlshagen@t-online.de,www.Heinrich-Heine-Schule-Karlshagen.de,"Schönberg, Marlies"
GW,VG,RegS,75435939,"Regionale Schule ""Am Teufelsstein"" Lubmin",17509,Lubmin,Seestraße 11,038354/22836,038354/22840,schulelubmin@t-online.de,,"Knorr, Bernd-Ulrich"
GW,VG,RegS/GS,75435944,Lindenschule Ducherow - Regionale Schule mit Grundschule,17398,Ducherow,Thomas-Müntzer-Straße 10,039726/25549,039726/25548,schule-ducherow-sl@t-online.de,www.regionaleschule-durcherow.de,"Hytra, Ines"
GW,VG,RegS/GS,75435948,"Regionale Schule mit Grundschule  ""Schule am Bodden"" Neuenkirchen",17498,Neuenkirchen,Wampener Straße 19,03834/2478,03834/773972,info@schuleambodden.de,www.schuleambodden.de,"Leu, Bernd"
GW,VG,RegS/GS,75435954,Regionale Schule mit Grundschule Spantekow,17392,Spantekow,Schulstraße 8,039727/20358,039727/26770,sekretariat@schule-spantekow.de,www.schule-spantekow.de,"Ochel, Frank"
GW,VG,RegS,75436226,"Regionale Schule ""Arnold Zweig"" Pasewalk",17309,Pasewalk,Pestalozzistraße 25,03973/216631,03973/216635,sekretariat@regs-arnold-zweig-pasewalk.de,,"Haack, Norbert"
GW,VG,RegS,75436228,"Regionale Schule ""Albert Einstein"" Torgelow",17358,Torgelow,A.-Einstein-Straße 3,03976/201320,03976/250745,RegS.tgl@t-online.de,www.einsteinschule.de,"Zech, Katrin"
GW,VG,RegS,75436229,"Regionale Schule ""Ernst Thälmann"" Eggesin",17367,Eggesin,Luckower Straße 6a,039779/20539,039779/60324,regioschule@eggesin.de,,"Pott, Friedrich-Wilhelm"
GW,VG,RegS,75436230,"Regionale Schule ""Hanno Günther"" Ferdinandshof",17379,Ferdinandshof,Friedrichstraße 33a,039778/20233,039778/28155,schule.ferdinandshof@web.de,www.schule.ferdinandshof.de,"Beckert, Gerald"
GW,VG,RegS,75436231,Regionale Schule Löcknitz,17321,Löcknitz,Am See 9,039754/20611,039754/51564,rsloecknitz_sl@gmx.de,www.regs-loecknitz.de,"Scheel, Hans-Jürgen"
GW,VG,RegS,75436232,Regionale Schule Penkun,17328,Penkun,Stettiner Tor 4,039751/60265,039751/60266,regschulepenkun@t-online.de,,"Ganske, Roland"
GW,VG,RegS,75436234,Regionale Schule Ueckermünde,17373,Ueckermünde,Ueckerstraße 59,039771/54990,039771/549919,regionale.schule-ueckermuende@t-online.de,www.regionaleschule-ueckermuende.de,"Ewert, Dieter"
GW,VG,RegS,75436236,"Regionale Schule ""Am Wasserturm"" Strasburg",17335,Strasburg,Lindenstraße 3c,039753/20493,039753/22514,realschule-strasburg@t-online.de,www.regionale-schule-strasburg.de,"Kittler, Wolfgang"
GW,VG,Gy,75530135,"Gymnasium ""Alexander von Humboldt"" Greifswald",17491,Greifswald,Makarenkostraße 54,03834/80560,03834/805666,schulleiter@humboldt-greifswald.de,www.humboldt-greifswald.de,"Burmeister, Ulf"
GW,VG,Gy,75530136,"Gymnasium ""Friedrich Ludwig Jahn"" Greifswald",17489,Greifswald,Dietrich-Bonhoeffer-Platz 1,03834/7920,03834/792222,kontakt@Jahngymnasium.de,www.jahngymnasium.de,"Dr. Albrecht, Bernd"
GW,VG,Agy,75530138,"Abendgymnasium ""Wolfgang Koeppen"" Greifswald",17489,Greifswald,Dietrich-Bonhoeffer-Platz 1,03834/885198,03834/885244,leitung@abendgym-greifswald.de,www.abendgym-greifswald.de,"Günther, Gudrun"
GW,VG,Gy,75535957,"""Lilienthal-Gymnasium"" Anklam",17389,Anklam,Leipziger Allee 22-25,03971/243187,03971/243188,Lilienthal-Gymnasium-Anklam@t-online.de,,"Ruta, Mathias"
GW,VG,Gy,75535958,"""Schloss-Gymnasium"" Gützkow",17506,Gützkow,Baron-von-Lepel-Platz 2,038353/257,038353/50889,schlossgym.verwaltung@gmx.de,www.schlossgym-guetzkow.de,"Uhlig, Ulf"
GW,VG,Gy,75535960,Runge-Gymnasium Wolgast,17438,Wolgast,Schulstraße 1,03836/2363200,03836/2363201,Runge-Gymnasium@kreis-vg.de,www.runge-gymnasium-wolgast.de,"Roggow, Karl-Uwe"
GW,VG,Gy,75536238,Deutsch-Polnisches Gymnasium Löcknitz,17321,Löcknitz,F.-Engels-Straße 5-6,039754/21179,039754/21179,dpg-l@t-online.de,www.dpg-loecknitz.de,"Metz, Regina"
GW,VG,Gy,75536239,"Gymnasium ""Oskar Picht"" Pasewalk",17309,Pasewalk,Grünstraße 63,03973/210203,03973/210220,Manuela.Stange@kreis-vg.de,www.gymnasium-pasewalk.de,"Kühne-Hellmessen, Cornelia"
GW,VG,Gy,75536242,Greifen-Gymnasium Ueckermünde,17373,Ueckermünde,Apfelallee 2,039771/22596,039771/22597,ssl@gymnasium-ueckermuende.de,www.gymnasium-ueckermuende.de,"Dittmann, Markus"
GW,VR,GS,75130501,"Montessori-Grundschule ""Lambert Steinwich"" Stralsund",18435,Stralsund,An den Bleichen 27,03831/308717,03831/308737,montessori-grundschule@stralsund.de,www.montessori-grundschule-stralsund.de,"Grieser-Polak, Katrin"
GW,VR,GS,75130504,"Grundschule""Karsten Sarnow"" Stralsund",18435,Stralsund,Arnold-Zweig-Straße 159,03831/391082,03831/382814,sarnow-grundschule@stralsund.de,,"Schlimper, Martina"
GW,VR,GS,75130506,"Grundschule ""Ferdinand von Schill"" Stralsund",18437,Stralsund,Mühlgrabenstraße 6,03831/498483,03831/481743,Schill-Schule@Stralsund.de,,"Möhring, Catrin"
GW,VR,GS,75130508,"Grundschule ""Hermann Burmeister"" Stralsund",18437,Stralsund,Jaromarstraße 10,03831/495080,03831/443142,burmeister-grundschule@stralsund.de,www.burmeister-grundschule-stralsund.de,"Rossow, Thekla"
GW,VR,GS,75130509,"Grundschule ""Gerhart Hauptmann"" Stralsund",18439,Stralsund,Frankenwall  25,03831/306073,03831/306072,hauptmann-grundschule-schulleitung@stralsund.de,www.gs-hauptmann-stralsund.de,"Koch, Christine"
GW,VR,GS,75130510,"Grundschule ""Juri Gagarin"" Stralsund",18435,Stralsund,Wallensteinstraße 8,03831/391103,03831/302615,gagarin-grundschule@stralsund.de,www.gagarin-grundschule.de,"Wittenburg, Mary"
GW,VR,GS,75130515,Grundschule Andershof,18439,Stralsund,Greifswalder Chaussee 65a,03831/270574,03831/278058,grundschule-andershof@stralsund.de,www.schule-andershof.de.vu,"Harfenmeister, Ramona"
GW,VR,GS,75135701,Grundschule Bad Sülze,18334,Bad Sülze,Kastanienallee 7,038229/259,038229/799956,grundschule-bs@freenet.de,www.grundschule-badsuelze.de,"Witschurke, Grit"
GW,VR,GS,75135706,Grundschule Brandshagen,18519,Brandshagen,Neuhöfer Straße 1,038328/80403,038328/650047,gs-brandshagen@t-online.de,,"Kieschnick, Antje"
GW,VR,GS,75135707,Grundschule Dierhagen,18347,Dändorf,Strandstraße 4,038226/267,038226/267,grundschule_dierhagen@t-online.de,,"Bretzke, Silke"
GW,VR,GS,75135711,"Grundschule ""Friedrich Wilhelm Wander"" Grimmen",18507,Grimmen,Norderhinterstraße 12,038326/66620,038326/66621,gs_f_w_wander@grimmen.de,,"Rüster, Angela"
GW,VR,GS,75135712,"Grundschule ""Dr. Theodor Neubauer"" Grimmen",18507,Grimmen,Zum Rodelberg 2,038326/46567,038326/46578,gs_dr_th_neubauer@grimmen.de,,"Mietzner, Birgit"
GW,VR,GS,75135713,Grundschule Horst,18519,Horst,Dorfstraße,038333/213,038333/213,grundschule.horst@t-online.de,,"Lindemann, Heidemarie"
GW,VR,GS,75135715,Grundschule Süderholz,18516,Süderholz,Schulstraße 6,038332/314,038332/384,sdrescher@suederholz.de,,"Drescher, Sigrid"
GW,VR,GS,75135717,"Grundschule ""Thomas Müntzer"" Lüdershagen",18314,Lüdershagen,Dorfstrasse 4,038227/331,038227/599953,gs-thomas-muentzer@t-online.de,www.grundschule-thomas-müntzer-lüdershagen.de,"Lange, Elke"
GW,VR,GS,75135719,Kranich - Grundschule Altenpleen,18445,Altenpleen,Stralsunder Straße 27,038323/824,038323/268702,kranich.gs@t-online.de,,"Sagner, Petra"
GW,VR,GS,75135722,"Grundschule "" Heinrich Bandlow"" Tribsees",18465,Tribsees,Karl-Worm-Straße 1,038320/342,038320/183180,grundschule.tribsees@t-online.de,www.grundschule-tribsees.de,"Telzerow, Frank"
GW,VR,GS,75135723,Grundschule Velgast,18469,Velgast,E.-Thälmann-Straße 44,038324/89205,038324/89206,Grundschule-Velgast@gmx.de,www.grundschule-velgast.de,"Sperling, Rita"
GW,VR,GS,75135731,"Grundschule ""Theodor Bauermeister"" Ribnitz-Damgarten",18311,Ribnitz-Damgarten,Bauermeisterplatz 1,03821/810226,03821/390158,Bauermeisterschule@arcor.de,www.bauermeisterschule.de,"Schütt, Irene"
GW,VR,GS,75135733,"Grundschule ""Karl Krull"" Steinhagen",18442,Steinhagen,Schulstraße 2,038327/60649,038327/61455,schule_steinhagen@t-online.de,www.grundschule-karl-krull-steinhagen.de,"Ising, Anja"
GW,VR,GS,75135743,Grundschule Abtshagen,18510,Abtshagen,Wittenhäger Straße 14,038327/703,038327/40704,Realschule.abtshagen@t-online.de,,"Ruthenberg, Karin"
GW,VR,GS,75135754,"Zentrale Grundschule ""F.-A.-Nobert"" Barth",18356,Barth,Chausseestraße 21,038231/2554,038231/82274,nobert-schule@stadt-barth.de,www.norbert-schule.de,"Roßmann, Birgit"
GW,VR,GS,75135756,Grundschule Grammendorf,18513,Grammendorf,Dorfstraße 65,038334/69303,038334/69306,schulleitung@schule-grammendorf.de,www.schule-grammendorf.de,"Buck, Annette"
GW,VR,GS,75135757,Grundschule Marlow,18337,Marlow,An der Schule 2,038224/234,038224/44520,schulegresenhorst@stadtmarlow.de,www.grundschule-gresenhorst.de,"Nilson, Kerstin"
GW,VR,GS,75135774,Recknitz-Grundschule Ahrenshagen,18320,Ahrenshagen,Hauptstraße 34,038225/515711,038225/515715,info@recknitz-grundschule.de,www.recknitz-gs.de,"Harrje, Ute"
GW,VR,GS,75136104,"Grundschule ""Altstadt"" Bergen",18528,Bergen auf Rügen,Breitsprecherstraße 18,03838/22139,03838/822475,Grundschule_Altstadt_Bergen@t-online.de,www.grundschule-altstadt-bergen.de,"Bonau, Rüdiger"
GW,VR,GS,75136105,"Grundschule ""Am Rugard"" Bergen",18528,Bergen auf Rügen,Königstraße 23c,03838/253399,03838/8227953,info@grundschule-am-rugard.de,,"Kapust, Ute"
GW,VR,GS,75136106,Grundschule Binz,18609,Binz,Dollahner Straße 77,038393/2327,038393/14534,GrundschuleOstseebadBinz@t-online.de,www.grundschule-binz.de,"Zielke, Ralph"
GW,VR,GS,75136111,Grundschule Garz,18574,Garz/Rügen,Lindenstraße 27,038304/320,038304/320,grundschule-garz@t-online.de,,"Schumacher, Christina"
GW,VR,GS,75136116,Grundschule  Putbus,18581,Putbus,Lauterbacher Straße 6,038301/547,038301/61180,grundschule-putbus@t-online.de,,"Martens, Sabine"
GW,VR,GS,75136117,Grundschule Sagard,18551,Sagard,Schulstraße 15,038302/2001,038302/51408,info.gs-sagard@web.de,,"Moldtmann, Karin"
GW,VR,GS,75136118,Grundschule Samtens,18573,Samtens,Neubaustraße 32,038306/1300,038306/21121,GSSamtens@web.de,,"Meißner, Elke"
GW,VR,GS,75136120,"Grundschule ""Ostseeblick"" Sassnitz",18546,Sassnitz,Schulstraße 5,038392/32360,038392/649759,grundschule-ostseeblick@t-online.de,www.nationalparkschule-ostseeblick.de,"Graeber, Heike"
GW,VR,GS,75136123,Grundschule Sellin,18586,Sellin,Granitzer Straße 1b,038303/87320,038303/85472,Grundschule.Sellin@t-online.de,www.grundschule-sellin.de,"Eckert, Anne"
GW,VR,GS,75136124,Grundschule Wiek,18556,Wiek,Hauptstraße 35,038391/70302,038391/70302,Grundschule-Wiek@t-online.de,www.grundschule-wiek.de,"Bonau, Birgit"
GW,VR,GS,75136126,"Grundschule ""Mönchgut"" Gager",18586,Gager,Boddenstraße 1a,038308/8235,038308/30236,Grundschule-Moenchgut@t-online.de,www.Grundschule-Moenchgut.de,"Wolff, Silke"
GW,VR,FöL,75230523,Sonderpädagogisches Förderzentrum der Hansestadt Stralsund - Schule mit dem Förderschwerpunkt Lernen und Grundschulteil mit Förderschwerpunkt Sprache,18435,Stralsund,Kleine Parower Straße 39,03831/391084,03831/307191,steinwich-foerderzentrum@stralsund.de,www.foerderzentrum-stralsund.de,"Ott, Antje"
GW,VR,FöG,75230524,"Förderschule ""Astrid Lindgren"" Stralsund - Schule mit Förderschwerpunkt geistige Entwicklung",18435,Stralsund,L.-Feuchtwanger-Straße 34,03831/390525,03831/374830,lindgren-schule@stralsund.de,www.stralsund.de/schulen/lindgren,"Brackmann-Krämer, Regina"
GW,VR,FöV/FöKr,75230525,"Förderschule ""Ernst von Haselberg"" Stralsund - Schule mit Förderschwerpunkt Unterricht kranker Schülerinnen und Schüler sowie mit Förderschwerpunkt emotionale und soziale Entwicklung",18437,Stralsund,Rostocker Chaussee 70 ,03831/452665,03831/452675,klinikum-schule@stralsund.de,,"Behrndt, Selma-Maria"
GW,VR,FöL,75235767,"Förderschule ""Jan-Amos-Komensky"" Barth - Schule mit dem Förderschwerpunkt Lernen",18356,Barth,Uhlenflucht 5,038231/2275,038231/66371,komensky-schule@t-online.de,,"Palatschek, Liane"
GW,VR,FöL,75235769,Sonderpädagogisches Förderzentrum Grimmen - Schule mit dem Förderschwerpunkt Lernen,18507,Grimmen,Dr.-Kurt-Fischer-Straße 13,038326/2423,038326/53735,foerderschule-grimmen@t-online.de,www.foerderzentrum-grimmen.de,"Möller, Heike"
GW,VR,FöL,75235770,"Förderzentrum ""Johann Heinrich Pestalozzi"" Ribnitz-Damgarten - Schule mit dem Förderschwerpunkt Lernen",18311,Ribnitz-Damgarten,Minsker Straße 11,03821/2784,03821/894816,foerderzentrumRibnitz@gmx.de,,"Dietzel, Jacqueline"
GW,VR,FöG,75235771,"""Sonnenblumenschule"" Franzburg - Schule mit dem Förderschwerpunkt geistige Entwicklung",18461,Franzburg,Karl-Marx-Straße 25,038322/50209,038322/589948,sekretariat@sonnenblumenschule-franzburg.de,www.sonnenblumenschule-franzburg.de,"Wegener, Annegret"
GW,VR,FöG,75235773,"""Rosenhofschule"" Ribnitz-Damgarten  - Schule mit dem Förderschwerpunkt geistige Entwicklung",18311,Ribnitz-Damgarten,G.-A.-Demmler-Straße,03821/2740,03821/811235,Rosenhofschule-Ribnitz@t-online.de,www.rosenhofschule.de,"Höfs, Silke"
GW,VR,FöL,75236154,"Sonderpädagogisches Förderzentrum ""Klaus Störtebeker"" Bergen - Schule mit dem Förderschwerpunkt Lernen",18528,Bergen auf Rügen,Störtebekerstraße 8a,03838/23012,03838/828102,sfzbergen@t-online.de,,"Schöning, Anne"
GW,VR,KGS,75330519,Schulzentrum am Sund Stralsund - Verbundene Regionale Schule und Gymnasium,18439,Stralsund,Frankenhof 8,03831/292438,03831/303977,schulzentrum@stralsund.de,www.schulzentrum-am-sund.de,"Landt, Regina"
GW,VR,IGS,75330522,"Integrierte Gesamtschule ""Grünthal"" -mit gymnasialer Oberstufe Stralsund",18437,Stralsund,Grünthal 12,03831/498520,03831/444476,igs-gruenthal@stralsund.de,www.igs-gruenthal.de,"Renneberg, Ralph"
GW,VR,KGS,75335762,"Gymnasiales Schulzentrum Barth,
Kooperative Gesamtschule",18356,Barth,Uhlenflucht 5,038231/6730,038231/673222,schulzentrum.gym@t-online.de,,"Schmidt, Rainer"
GW,VR,RegS,75430511,"Regionale Schule ""Hermann Burmeister"" Stralsund",18437,Stralsund,Jaromarstraße 10,03831/494891,03831/445805,burmeister-schule-schulleitung@stralsund.de,www.burmeisterschule-stralsund.de,"Sintara, Frank"
GW,VR,RegS,75430513,"Regionale Schule ""Adolph Diesterweg"" Stralsund",18435,Stralsund,Rudolf-Virchow-Straße 23,03831/380088,03831/308381,diesterweg-schule@stralsund.de,www.diesterweg-stralsund.de,"Schwedhelm, Gero"
GW,VR,RegS,75430514,"Regionale Schule ""Marie Curie"" Stralsund",18435,Stralsund,L. Feuchtwanger-Straße 35,03831/382575,03831/383023,curie-schule@stralsund.de,www.curie-schule.de,"Thiede, Axel"
GW,VR,RegS,75435736,"Regionale Schule ""Robert Koch"" Grimmen",18507,Grimmen,Str. der Befreiung 73,038326/2351,038326/455453,rs_r_koch@grimmen.de,www.kochschule-grimmen.de,"Harder, Marion"
GW,VR,RegS,75435739,"Regionale Schule  ""An der Prohner Wiek"" Prohn",18445,Prohn,Ringstraße 10,038323/216,038323/71138,buero@rs-prohn.de,www.rs-prohn.de,"Bräunig, Christel"
GW,VR,RegS,75435740,"Regionale Schule ""Rudolf Harbig"" Ribnitz-Damgarten",18311,Ribnitz-Damgarten,Schulstraße 13,03821/62019,03821/720441,realschule-damgarten@t-online.de,www.rudolf-harbig-schule.de,"Schaperjahn, Kerstin"
GW,VR,RegS/GS,75435741,"Regionale Schule mit Grundschule ""bernsteinSchule"" Ribnitz-Damgarten",18311,Ribnitz-Damgarten,G.-Adolf-Demmlerstraße 4,03821/810425,03821/810703,c.rebbin@bernsteinschule.de,www.bernsteinschule.de,"Bonke, Christina"
GW,VR,RegS/GS,75435744,Martha-Müller-Grählert-Schule Franzburg,18461,Franzburg,Platz des Friedens 15a,038322/736,038322/58541,RegSFranzburg@t-online.de,www.schule-franzburg.de,"Engel, Andrea"
GW,VR,RegS,75435746,Regionale Schule  Reinberg,18519,Reinberg,Schulweg 1,038328/80825,038328/80825,rsreinberg@yahoo.de,www.schule-reinberg.de,"Voß, Sybille"
GW,VR,RegS,75435750,Regionale Schule Recknitz-Trebeltal,18465,Tribsees,Karl-Worm-Straße 2,038320/47941,038320/47946,regionale.schule.tribsees@t-online.de,www.regionale-schule-tribsees.com,"Fruhriep, Heike"
GW,VR,RegS/GS,75435753,Regionale Schule mit Grundschule Zingst,18374,Zingst,Schulstraße 1,038232/16960,038232/169620,info@regionale-schule-zingst.de,www.regionale-schule-zingst.de,"Schneider, Jürgen"
GW,VR,RegS/GS,75435758,"Regionale Schule mit Grundschule ""Prof. Pflugradt"" Niepars",18442,Niepars,Gartenstraße 86,038321/310,038321/310,mail@schule-niepars.de,www.schule-niepars.de,"Steffen, Renaldo"
GW,VR,RegS,75436131,"Regionale Schule ""Am Rugard"" Bergen",18528,Bergen auf Rügen,Sassnitzer Chaussee 7A,03838/2010450,03838/2010451,rs.am.rugard@stadt-bergen-auf-ruegen.de,,"Neubeck, Heinz"
GW,VR,RegS,75436132,Regionale Schule Binz,18609,Binz,Ringstraße 5,038393/2842,038393/32627,sekretariat@regionale-schule-binz.de,www.regionale-schule-binz.de,"Werner, Peter"
GW,VR,RegS,75436134,Regionale Schule am Burgwall Garz,18574,Garz/Rügen,Am Burgwall 7,038304/329,038304/12559,schule.garz@t-online.de,www.burgwallschule-garz.de,"Laue, Elke"
GW,VR,RegS,75436142,"Regionale Schule ""Am Grünen Berg"" Bergen",18528,Bergen auf Rügen,Störtebekerstraße 8c,03838/23249,03838/404647,sekretariat@regs-am-gruenen-berg.de,www.regs-am-gruenen-berg.de,"Reiher, Angela"
GW,VR,RegS/GS,75436143,Regionale Schule mit Grundschule Gingst,18569,Gingst,H.-Matern-Straße 1,038305/55184,038305/55187,schulegingst@hotmail.com,www.schulegingst.de,"Mostek, Eckhard"
GW,VR,RegS,75436145,Regionale Schule Sassnitz,18546,Sassnitz,Geschw.-Scholl-Straße 8,038392/32176,038392/63109,regio_schul_sassnitz@web.de,www.regionale-schule-sassnitz.de,"Appelbohm, Birgit"
GW,VR,RegS,75436146,"Regionale Schule ""Windland"" Altenkirchen",18556,Altenkirchen,Schulstraße 1,038391/216,038391/439854,schule.altenkirchen@freenet.de,,"Knebusch, Kirsten"
GW,VR,RegS,75436147,"Regionale Schule ""Tom Beyer"" Göhren",18586,Göhren,G.-Hauptmann-Straße 1,038308/2163,038308/669867,regionalschule-goehren@t-online.de,www.regs-goehren.de,"Schröder, Olaf"
GW,VR,RegS/GS,75436150,Regionale Schule mit Grundschule Vitte,18565,Vitte,Schulweg 4,038300/608955,038300/608957,schulleitung@schule-hiddensee.de,www.schule-insel-hiddensee.de,"Dahlke, Cornelia"
GW,VR,Gy,75530520,"""Hansa -Gymnasium"" Stralsund",18439,Stralsund,Fährwall 19,03831/28960,03831/289625,post@hansagymnasium-stralsund.de,www.hansagymnasium-stralsund.de,"Janke, Thomas"
GW,VR,Gy,75535764,Gymnasium Grimmen,18507,Grimmen,Anemonenweg 2,038326/6710,038326/67149,gymgrimmen@freenet.de,www.gymnasiumgrimmen.de,"Kasch, Norbert"
GW,VR,Gy,75535766,"Gymnasium ""Richard Wossidlo"" Ribnitz-Damgarten",18311,Ribnitz-Damgarten,Schulstraße 15,03821/708911,03821/708924,mail@wossidlogymnasium.de,www.wossidlogymnasium.de,"Schermuk, Sigrid"
GW,VR,Gy,75536151,"Gymnasium ""Ernst Moritz Arndt"" Bergen",18528,Bergen auf Rügen,Arndtstraße 7,03838/3150280,03838/255436,info@gymnasium-bergen.de,www.emagymn-bergen.de,"Racky, Christoph"
